judul,text,tanggal,sentimen
IHSG Dibuka Anjlok Nyaris 1% Usai The Fed Tahan Suku Bunga,IHSG dibuka anjlok nyaris 1% usai the fed tahan suku bunga,2025/01/30,negatif
"Timur Tengah Kembali Panas, Harga Minyak Dunia Malah Anjlok","timur tengah kembali panas , harga minyak dunia malah anjlok",2024/12/02,negatif
Bye Antre! Jokowi Rilis Aturan Resmi Bayar Tol Tanpa Berhenti,bye antre ! jokowi rilis aturan resmi bayar tol tanpa berhenti,2024/05/25,positif
"Jejak Chatib Basri, Eks Menkeu yang Dilantik Jadi Anggota DEN","jejak chatib basri , eks menkeu yang dilantik jadi anggota DEN",2024/11/05,netral
"OJK Dorong Jumlah Big Bank Bertambah, Ini Respons Bankir","OJK dorong jumlah big bank bertambah , ini respons bankir",2025/02/19,netral
"Program Prabowo Butuh Dana Besar, Sri Mulyani: Efeknya Bisa Powerfull","program prabowo butuh dana besar , sri mulyani : efeknya bisa powerfull",2025/02/19,netral
Jokowi Kena 2 'Tamparan' Bertubi-tubi Jelang Akhir Masa Jabatan,jokowi kena 2 tamparan bertubi-tubi jelang akhir masa jabatan,2024/09/14,negatif
"Ramai Investor 'Kabur' dari China ke Negara Asia Ini, Bukan RI Tapi...","ramai investor kabur dari china ke negara asia ini , bukan RI tapi . . .",2024/02/20,negatif
"IHSG Gagal Rebound, 5 Saham Big Cap Ini Biang Keroknya","IHSG gagal rebound , 5 saham big cap ini biang keroknya",2024/04/17,negatif
Harga Minyak Turun Usai Trump Melunak Soal Tarif ke Meksiko & Kanada,harga minyak turun usai trump melunak soal tarif ke meksiko kanada,2025/02/04,positif
"Breaking! IHSG Terbang 1,52% Terkerek Kinerja Saham Emiten Blue Chip",breaking ! IHSG terbang 1.52% terkerek kinerja saham emiten blue chip,2025/02/17,positif
"Kejar Target Internet Murah, Surge (WIFI) Bidik Pendanaan Rp2,5 T","kejar target internet murah , surge ( WIFI ) bidik pendanaan rp 2.5 t",2025/03/21,positif
Lana Soelistianingsih Purnatugas dari Wakil Ketua Dewan Komisioner LPS,lana soelistianingsih purnatugas dari wakil ketua dewan komisioner LPS,2025/02/13,netral
Lo Kheng Hong Bongkar Rahasia Cuan: Siapapun Bisa Kaya dari Saham,lo kheng hong bongkar rahasia cuan : siapapun bisa kaya dari saham,2024/06/21,netral
"Pengunjung Tembus 60 Ribu, Transaksi di BRI UMKM EXPO(RT) Capai Rp 38M","pengunjung tembus 60 ribu , transaksi di BRI UMKM expo ( rt ) capai rp 38M",2025/02/02,positif
"Masyarakat RI Ngerem Beli Mobil Baru, Multifinance Banting Setir","masyarakat RI ngerem beli mobil baru , multifinance banting setir",2025/02/14,netral
"Ngeri! JPMorgan Ramal Kripto Bakal Ambruk, Berani Baca?","ngeri ! jpmorgan ramal kripto bakal ambruk , berani baca ?",2024/03/31,netral
"Dividen PTBA Tahun Ini Tak 100% dari Laba 2023, Dirut Ungkap Alasannya","dividen PTBA tahun ini tak 100% dari laba 2023 , dirut ungkap alasannya",2024/05/08,negatif
Bos GMFI Borong 527.900 Saham di Harga Rp46,bos GMFI borong 527.900 saham di harga rp 46,2025/01/20,positif
"Bank Jatim Sukses Raih Laba Bersih Rp 437,63 Miliar Hingga Mei 2024",bank jatim sukses raih laba bersih rp 437.63 miliar hingga mei 2024,2024/07/30,positif
"IHSG Boleh Rally Minggu Lalu, Tapi 10 Saham Ini Dibuang Asing","IHSG boleh rally minggu lalu , tapi 10 saham ini dibuang asing",2025/03/10,negatif
OJK: Situasi 2025 Juga Tidak Lebih Mudah,OJK : situasi 2025 juga tidak lebih mudah,2025/02/11,netral
"Sentimen Global Bikin Rupiah Ambruk, Dolar Naik ke Rp 15.480","sentimen global bikin rupiah ambruk , dolar naik ke rp 15.480",2024/10/04,negatif
"Asing Net Buy Rp 2,67 T Pekan Lalu, Kompak Borong 10 Saham Ini","asing net buy rp 2.67 t pekan lalu , kompak borong 10 saham ini",2024/08/05,positif
"Saham Bank BUMN Kebut-Kebutan, IHSG Naik 3%","saham bank BUMN kebut-kebutan , IHSG naik 3%",2025/03/26,positif
"OJK Melakukan Pertemuan dengan Pemain Paylater, Ini yang Dibahas","OJK melakukan pertemuan dengan pemain paylater , ini yang dibahas",2024/04/05,netral
"Inflasi Medis Melonjak, Prudential Tekan Biaya Premi Pakai Cara Ini","inflasi medis melonjak , prudential tekan biaya premi pakai cara ini",2025/02/27,negatif
"Keluar Dari FTSE, Saham BREN Langsung ARB dan Longsor 19,95%","keluar dari FTSE , saham BREN langsung ARB dan longsor 19.95%",2024/09/20,negatif
"Terungkap! BTN Bayar Rp1,6 T Buat Akuisisi Bank Victoria Syariah",terungkap ! BTN bayar rp 1.6 t buat akuisisi bank victoria syariah,2025/03/13,netral
Bank Mandiri Jaga Pertumbuhan Aset Pakai Strategi Ini,bank mandiri jaga pertumbuhan aset pakai strategi ini,2025/02/08,positif
"Rupiah Menguat Hanya Sesaat, Dolar Naik Lagi ke Rp15.900","rupiah menguat hanya sesaat , dolar naik lagi ke rp 15.900",2024/12/03,negatif
"BUKA Mau Tutup Lapak Marketplace, Bos Bursa Tanya Soal Dana IPO Rp9 T","BUKA mau tutup lapak marketplace , bos bursa tanya soal dana IPO rp 9 t",2025/01/09,netral
"IHSG Ditutup Melemah, Saham BREN dan AMMN Jadi Pemberat","IHSG ditutup melemah , saham BREN dan AMMN jadi pemberat",2025/02/24,negatif
"IHSG Anjlok 2% Lebih, Bos Bursa Ungkap Penyebabnya","IHSG anjlok 2% lebih , bos bursa ungkap penyebabnya",2024/04/16,negatif
"Jelang Rilis Kinerja Nvidia, Nasdaq & S&P500 Tergelincir","jelang rilis kinerja nvidia , nasdaq SP500 tergelincir",2024/08/28,negatif
"Pasar Siap Cerna Data AS, Dolar Turun ke Level Rp16.180","pasar siap cerna data AS , dolar turun ke level rp 16.180",2025/01/10,positif
"IHSG Galau Parah, 2 Saham Bank Raksasa Masih Bebanin","IHSG galau parah , 2 saham bank raksasa masih bebanin",2024/09/26,negatif
"Breaking! IHSG Ambruk Lagi, Turun nyaris 10% Dalam Tiga Bulan","breaking ! IHSG ambruk lagi , turun nyaris 10% dalam tiga bulan",2024/12/17,negatif
"Musim Laporan Keuangan Tiba, Wall Street Dibuka Semringah","musim laporan keuangan tiba , wall street dibuka semringah",2025/01/30,positif
Bos OJK Minta Pinjol Lakukan Ini Buat Bantu Program Prabowo,bos OJK minta pinjol lakukan ini buat bantu program prabowo,2024/11/12,netral
"Pasar Gugup Menanti Musim Laporan Keuangan, Wall Street Dibuka Stagnan","pasar gugup menanti musim laporan keuangan , wall street dibuka stagnan",2025/01/16,netral
"Kisah Rakesh Jhunjhunwala, Investor India Sulap Rp975.000 Jadi Rp94 T","kisah rakesh jhunjhunwala , investor india sulap rp 975.000 jadi rp 94 t",2024/10/09,netral
"The Fed Masih Ragu Pangkas Suku Bunga, Wall Street Dibuka Melemah","the fed masih ragu pangkas suku bunga , wall street dibuka melemah",2024/07/02,negatif
"OJK Terbitkan Aturan Main Aset Kripto, Ini Isinya","OJK terbitkan aturan main aset kripto , ini isinya",2024/12/24,netral
BUMI Buka-Bukaan Terkait Proyek Hilirisasi Batu Bara,BUMI buka-bukaan terkait proyek hilirisasi batu bara,2024/03/18,netral
"IHSG Menguat Jelang Pengumuman Inflasi, Bakal Rekor Lagi?","IHSG menguat jelang pengumuman inflasi , bakal rekor lagi ?",2024/09/02,positif
"Daftar 16 Bank yang Tutup Sepanjang 2016, Apa Alasannya?","daftar 16 bank yang tutup sepanjang 2016 , apa alasannya ?",2024/12/15,netral
"Sempat Ambruk Dalam, IHSG Pekan Ini Hanya Terkoreksi Tipis","sempat ambruk dalam , IHSG pekan ini hanya terkoreksi tipis",2024/04/06,negatif
Crowde Buka Suara Soal Tuduhan Fraud dari J Trust Bank (BCIC),crowde buka suara soal tuduhan fraud dari j trust bank ( BCIC ),2025/03/24,netral
"Kominfo Blokir Medsos Kripto Binance-Kucoin, Bappebti Buka Suara","kominfo blokir medsos kripto binance-kucoin , bappebti buka suara",2024/07/17,netral
"Terungkap, Ini Bentuk Super Holding BUMN yang Mau Dibangun Prabowo","terungkap , ini bentuk super holding BUMN yang mau dibangun prabowo",2024/10/14,netral
"IHSG Ditutup Ambruk 1,68%, Ini Analisa dan Prediksi ke Depan","IHSG ditutup ambruk 1.68% , ini analisa dan prediksi ke depan",2024/04/16,negatif
"Selain BI Rate, Ini 5 Jurus BI Jaga Ekonomi Indonesia & Perkuat Rupiah","selain BI rate , ini 5 jurus BI jaga ekonomi indonesia perkuat rupiah",2024/05/03,positif
"ASII Akui Serius Garap Kendaraan Listrik, Siap-Siap Rilis Produk Baru","ASII akui serius garap kendaraan listrik , siap-siap rilis produk baru",2024/04/30,positif
Warren Buffet Blak-Blakan Ungkap 7 Kebiasaan Bikin Orang Susah Kaya,warren buffet blak-blakan ungkap 7 kebiasaan bikin orang susah kaya,2024/12/26,netral
"Pemerintah Rombak Aturan DHE, Karena Rupiah Jeblok?","pemerintah rombak aturan DHE , karena rupiah jeblok ?",2024/12/20,netral
Bos BTN Ungkap Rencana KPR Tenor 30 Tahun Dalam Tahap Finalisasi,bos BTN ungkap rencana KPR tenor 30 tahun dalam tahap finalisasi,2024/11/21,netral
"Nikkei Dibuka Menguat, Sinyal Baik untuk IHSG?","nikkei dibuka menguat , sinyal baik untuk IHSG ?",2024/11/22,positif
"Soal Seruan Tarik Dana di Bank, Ini Kata Bos Danantara, BNI, dan LPS","soal seruan tarik dana di bank , ini kata bos danantara , BNI , dan LPS",2025/02/26,netral
Waspada Macet! Kredit Mobil dan Motor Bakal Meroket di Ramadan,waspada macet ! kredit mobil dan motor bakal meroket di ramadan,2024/03/04,netral
Laba Bersih SIDO Naik 33% Jadi Rp 778 M di Kuartal III-2024,laba bersih SIDO naik 33% jadi rp 778 m di kuartal iii-2024,2024/10/24,positif
"Gara-gara Ini, Market Cap Bank Permata (BNLI) Naik Hampir 3 Kali Lipat","gara-gara ini , market cap bank permata ( BNLI ) naik hampir 3 kali lipat",2025/03/04,positif
Awas! Gagal Bayar Paylater Bisa Bikin KPR Ditolak,awas ! gagal bayar paylater bisa bikin KPR ditolak,2024/07/09,netral
LPS Rogoh Rp 900 M Selamatkan Ratusan Ribu Nasabah 15 Bank Bangkrut,LPS rogoh rp 900 m selamatkan ratusan ribu nasabah 15 bank bangkrut,2024/10/01,negatif
Robert Kiyosaki Beberkan Cara Kaya di Usia Tua,robert kiyosaki beberkan cara kaya di usia tua,2025/02/05,netral
Top Gainers Pekan Lalu Banyak Saham Konglomerat RI,top gainers pekan lalu banyak saham konglomerat RI,2024/01/21,netral
"IHSG Dibuka Merah Menyala, Kembali Merosot ke Level 7.100","IHSG dibuka merah menyala , kembali merosot ke level 7.100",2024/11/29,negatif
"Asing Masih Net Sell, Saham Ini Diam-Diam Malah Dikoleksi","asing masih net sell , saham ini diam-diam malah dikoleksi",2024/10/23,positif
"Asing Kompak Serbu Saham BBRI Cs, IHSG Melesat 1,77%","asing kompak serbu saham BBRI cs , IHSG melesat 1.77%",2025/01/16,positif
"Tukang Becak Mendadak Jadi Miliarder, Dapat Uang Kaget Rp50 Miliar","tukang becak mendadak jadi miliarder , dapat uang kaget rp 50 miliar",2025/02/02,netral
Bentar Lagi Pengajuan Kredit Bisa Dinilai dari Sosmed-Tagihan Listrik,bentar lagi pengajuan kredit bisa dinilai dari sosmed-tagihan listrik,2024/11/11,netral
"Sri Mulyani Mau Suntik Pelni Rp500 M Buat Beli Kapal Baru Rp1,5 T",sri mulyani mau suntik pelni rp 500 m buat beli kapal baru rp 1.5 t,2024/07/02,positif
Sah! Prabowo Subianto Luncurkan Danantara,sah ! prabowo subianto luncurkan danantara,2025/02/24,netral
"IHSG Balik Merana, Bank Raksasa Jadi Biang Kerok Lagi","IHSG balik merana , bank raksasa jadi biang kerok lagi",2024/12/18,negatif
Pengakuan Gubernur BI: Suku Bunga Acuan Harusnya Turun!,pengakuan gubernur BI : suku bunga acuan harusnya turun !,2024/08/02,netral
"Mantan Istri Jeff Bezos Buang Saham Amazon Rp164,29 T",mantan istri jeff bezos buang saham amazon rp 164.29 t,2024/01/30,negatif
"BTN (BBTN) Siapkan Kas Rp20,37 T Untuk Periode Nataru",BTN ( BBTN ) siapkan kas rp 20.37 t untuk periode nataru,2024/12/13,netral
"Hadir 29 Tahun di Indonesia, ACE Hardware Resmi Angkat Kaki dari RI","hadir 29 tahun di indonesia , ACE hardware resmi angkat kaki dari RI",2024/09/03,negatif
"10 Tambang Nikel Terbesar Sedunia, RI di Nomor Berapa?","10 tambang nikel terbesar sedunia , RI di nomor berapa ?",2025/02/21,netral
"Malaysia Lewat, Volume Transaksi Bursa Karbon RI Lebih Tinggi","malaysia lewat , volume transaksi bursa karbon RI lebih tinggi",2024/09/30,positif
"Gara-Gara Ini, Adhi Commuter Properti (ADCP) Kena Sanksi Bursa","gara-gara ini , adhi commuter properti ( ADCP ) kena sanksi bursa",2024/05/03,negatif
Ternyata Ini yang Bikin Bank Sulit Genjot Kredit di RI,ternyata ini yang bikin bank sulit genjot kredit di RI,2024/09/25,netral
"Dicabut 2021 Lalu, Sekuritas Milik Oesman Sapta Kembali Kantongi Izin","dicabut 2021 lalu , sekuritas milik oesman sapta kembali kantongi izin",2024/07/22,netral
OJK Sebut Adrian Gunadi Jadi Tersangka Kasus Investree,OJK sebut adrian gunadi jadi tersangka kasus investree,2024/11/25,negatif
"Pelaku Pasar Sorot Inflasi dan PMI RI, Dolar AS Lompat ke Rp 16.190","pelaku pasar sorot inflasi dan PMI RI , dolar AS lompat ke rp 16.190",2025/01/02,negatif
"IHSG Bergairah, 3 Saham Bank Raksasa Jadi Penopangnya","IHSG bergairah , 3 saham bank raksasa jadi penopangnya",2024/07/09,positif
Ini Kata PaninBank (PNBN) Soal Rumor Divestasi ANZ & Keluarga Gunawan,ini kata paninbank ( PNBN ) soal rumor divestasi ANZ keluarga gunawan,2024/10/07,netral
"Batalkan MoU, Multivision (RAAM) Gak Jadi Caplok 30% Saham B-Universe","batalkan mou , multivision ( RAAM ) gak jadi caplok 30% saham b-universe",2024/09/19,netral
"Ditekan Perang Tarif AS-China, IHSG Turun 0,7%","ditekan perang tarif as-china , IHSG turun 0.7%",2025/02/05,negatif
"Microstrategy Siap Tambah Tumpukan Bitcoin, BTC Naik Tipis Pagi Ini","microstrategy siap tambah tumpukan bitcoin , BTC naik tipis pagi ini",2025/01/06,positif
Rosan Dapat Titah Jaga Investasi di Proyek Kebanggan Jokowi,rosan dapat titah jaga investasi di proyek kebanggan jokowi,2024/08/21,netral
Pendapatan Garuda hingga Kuartal III-2024 Naik 15%,pendapatan garuda hingga kuartal iii-2024 naik 15%,2024/10/31,positif
"Saham Big Bank RI Pesta Pora, Ini Penyebabnya","saham big bank RI pesta pora , ini penyebabnya",2025/03/06,positif
"Era Pertama Prabowo Dimulai, Rupiah Siap Ngegas!","era pertama prabowo dimulai , rupiah siap ngegas !",2024/10/21,positif
"Bos Investree Masih Buron di Qatar, Petinggi OJK Bocorkan Updatenya","bos investree masih buron di qatar , petinggi OJK bocorkan updatenya",2025/01/10,negatif
Ini Bocoran Saham yang Paling Royal Bagi-Bagi Dividen,ini bocoran saham yang paling royal bagi-bagi dividen,2024/08/13,netral
"Multifinance Siap-Siap Pesta, Program Prabowo Bawa Kabar Gembira","multifinance siap-siap pesta , program prabowo bawa kabar gembira",2025/02/07,netral
"Menengok Potensi Pasar Keuangan Derivatif, Bakal Cerah?","menengok potensi pasar keuangan derivatif , bakal cerah ?",2025/02/12,netral
"Fintech Lending Batumbu Rombak Direksi & Komisaris, Ini Daftarnya","fintech lending batumbu rombak direksi komisaris , ini daftarnya",2024/10/16,netral
"Crazy Rich Aceh Sumbang 28 Kg Emas Buat Monas, Tapi Malah Dipenjara","crazy rich aceh sumbang 28 kg emas buat monas , tapi malah dipenjara",2025/03/16,netral
"Rupiah Kembali Perkasa, Dolar Ditutup Turun ke Rp16.280","rupiah kembali perkasa , dolar ditutup turun ke rp 16.280",2025/02/05,positif
"Pasar Saham AS Cetak Rekor, Bye Suku Bunga Tinggi & Ekonomi Pandemi","pasar saham AS cetak rekor , bye suku bunga tinggi ekonomi pandemi",2024/01/20,positif
"Soal Kasus Suap IPO, OJK: Siapa pun yang Terlibat Tak Boleh Dilindungi","soal kasus suap IPO , OJK : siapa pun yang terlibat tak boleh dilindungi",2024/09/06,netral
"Gara-gara China, Harga Minyak Naik 1%","gara-gara china , harga minyak naik 1%",2025/03/03,negatif
"Ini Update Terbaru Saham di Bawah 10 Perak, 3 Sudah Sentuh Rp 1","ini update terbaru saham di bawah 10 perak , 3 sudah sentuh rp 1",2024/07/16,netral
"Soal BUMN Jadi Koperasi, Wamen Tiko Buka Suara","soal BUMN jadi koperasi , wamen tiko buka suara",2024/02/07,netral
"Breaking! Rupiah Terlemah Sejak Juli 2024, Dolar AS Sentuh Rp16.300","breaking ! rupiah terlemah sejak juli 2024 , dolar AS sentuh rp 16.300",2024/12/19,negatif
"Pendapatan Garuda Indonesia (GIAA) Naik 18,27%, Tembus US$ 1,62 M","pendapatan garuda indonesia ( GIAA ) naik 18.27% , tembus US 1.62 m",2024/10/01,positif
"Dana Pensiun Dilarang Dicairkan Sebelum 10 Tahun, Ini Alasannya","dana pensiun dilarang dicairkan sebelum 10 tahun , ini alasannya",2024/09/04,netral
"Setelah 20 Tahun Hidup Susah, Orang Ini Baru Tahu Ayahnya Konglomerat","setelah 20 tahun hidup susah , orang ini baru tahu ayahnya konglomerat",2025/03/16,netral
"Transaksi di ATM Kian Turun, Ternyata Ini Penyebabnya","transaksi di ATM kian turun , ternyata ini penyebabnya",2024/10/24,negatif
"Asing Net Sell Jumbo Lagi, Saham Ini Ramai-Ramai Dilepas","asing net sell jumbo lagi , saham ini ramai-ramai dilepas",2024/12/03,negatif
"OJK Mau Bikin Anti Scam Center, Apa Itu?","OJK mau bikin anti scam center , apa itu ?",2024/08/02,netral
Mantap! Direksi BRI Kompak Borong Saham BBRI,mantap ! direksi BRI kompak borong saham BBRI,2024/06/12,positif
"Menanti Risalah The Fed, Waspada Badai Rupiah Belum Usai!","menanti risalah the fed , waspada badai rupiah belum usai !",2024/10/09,negatif
"Pelaku Pasar Tunggu Data Penting AS, Dolar Turun ke Rp 15.740","pelaku pasar tunggu data penting AS , dolar turun ke rp 15.740",2024/11/13,positif
"Waskita Toll Road Buyback 53,7 Juta Lembar Saham Anak Usaha",waskita toll road buyback 53.7 juta lembar saham anak usaha,2024/11/18,positif
"Wall Street Menguat Menjelang Rilis Data Inflasi, Pertanda Positif?","wall street menguat menjelang rilis data inflasi , pertanda positif ?",2024/05/13,positif
"Lewat BRIBRAIN, BRI Bisa Intip Potensi Ini di Pelosok","lewat bribrain , BRI bisa intip potensi ini di pelosok",2025/01/17,positif
Asing Gencar Borong Saham Energi Pada Minggu Pertama Tahun Ini,asing gencar borong saham energi pada minggu pertama tahun ini,2025/01/06,positif
Debt Collector Pinjol Datang ke Rumah? Ini Langkah Mengatasinya,debt collector pinjol datang ke rumah ? ini langkah mengatasinya,2024/09/03,netral
Nikkei & Kospi Kompak Anjlok 1% Usai Iran Serang Israel,nikkei kospi kompak anjlok 1% usai iran serang israel,2024/10/02,negatif
"Asing Net Sell Rp 1,77 Triliun, Ramai-Ramai Lego 10 Saham Ini","asing net sell rp 1.77 triliun , ramai-ramai lego 10 saham ini",2025/03/17,negatif
"Maskapai Murah AS Bangrut, Industri Penerbangan Dapat Pelajaran Ini","maskapai murah AS bangrut , industri penerbangan dapat pelajaran ini",2024/11/22,netral
Putra Mahkota Konglomerat Bisnis Raksasa Ajak Warga Gunakan Hak Pilih,putra mahkota konglomerat bisnis raksasa ajak warga gunakan hak pilih,2024/02/14,netral
"Sosok 12 Juragan Sawit Indonesia, Ini yang Paling Tajir","sosok 12 juragan sawit indonesia , ini yang paling tajir",2025/01/05,netral
"Bisnis Bareng Negara Kim Jong Un, Anthoni Salim Berakhir Rugi","bisnis bareng negara kim jong un , anthoni salim berakhir rugi",2024/12/25,negatif
"Sinergi BUMN Bukan Cuma Slogan, Ini Buktinya","sinergi BUMN bukan cuma slogan , ini buktinya",2024/10/18,netral
Luhut Happy Ide Bentuk Family Office Disetujui Jokowi,luhut happy ide bentuk family office disetujui jokowi,2024/06/21,netral
"Laba Elnusa (ELSA) Naik 77% Jadi Rp 443 M, Ini Pendorongnya","laba elnusa ( ELSA ) naik 77% jadi rp 443 M , ini pendorongnya",2024/08/27,positif
"BI Sebut Likuiditas Bank di RI Kuat, Rasio Permodalan Tebal","BI sebut likuiditas bank di RI kuat , rasio permodalan tebal",2025/03/19,positif
"Dear Investor, Begini Peluang Investasi di Tahun Politik","dear investor , begini peluang investasi di tahun politik",2024/01/24,netral
"Komitmen Jalankan GRC, BUMI Raih Dua Penghargaan Bergengsi Ini","komitmen jalankan GRC , BUMI raih dua penghargaan bergengsi ini",2024/09/20,positif
"Aturan Baru dari OJK Buat P2P Lending, Berlaku 1 Juli 2024","aturan baru dari OJK buat P2P lending , berlaku 1 juli 2024",2024/02/21,netral
"Catat, Ini Kode Transfer Antar Bank BCA, Mandiri, BRI Hingga BNI","catat , ini kode transfer antar bank BCA , mandiri , BRI hingga BNI",2024/11/07,netral
"Penghimpunan Dana Pasar Modal RI Tembus Rp 137,5 T, Ini Rinciannya","penghimpunan dana pasar modal RI tembus rp 137.5 T , ini rinciannya",2024/10/01,netral
"Prabowo Sebut Saham Seperti Judi, OJK: Bentuk Sayang ke Investor","prabowo sebut saham seperti judi , OJK : bentuk sayang ke investor",2024/12/11,netral
"Pidato The Fed Bawa Angin Segar, Wall Street Lanjutkan Penguatan","pidato the fed bawa angin segar , wall street lanjutkan penguatan",2024/05/07,positif
"Jadi Korban Daya Beli Lesu, Penjualan Emiten Unggas dan Sapi Ambruk","jadi korban daya beli lesu , penjualan emiten unggas dan sapi ambruk",2025/03/18,negatif
"Jualan Permen Yupi, Perusahaan Ini Laba Rp 608,54 Miliar, ROE 23%","jualan permen yupi , perusahaan ini laba rp 608.54 miliar , ROE 23%",2025/03/07,positif
IHSG Sentuh Rekor ATH Baru Usai Jokowi Reshuffle Kabinet,IHSG sentuh rekor ATH baru usai jokowi reshuffle kabinet,2024/08/19,positif
"Perusahaan Asuransi Diharapkan Mengerti Kebutuhan Pasar, Ini Alasannya","perusahaan asuransi diharapkan mengerti kebutuhan pasar , ini alasannya",2025/02/27,netral
"Merasa Dicemarkan Nama Baiknya, Sumber Global Energy Gugat Danka","merasa dicemarkan nama baiknya , sumber global energy gugat danka",2025/02/27,negatif
Harga Emas di Pegadaian Hari Ini (28/8/2024): Bergerak Menyamping,harga emas di pegadaian hari ini ( 2882024 ) : bergerak menyamping,2024/08/28,netral
"Pemegang Kripto Silakan Berpesta, Bitcoin Cs Makin Bersinar","pemegang kripto silakan berpesta , bitcoin cs makin bersinar",2024/09/20,positif
Erick Thohir Targetkan Dividen BUMN Tembus Rp 85 Triliun,erick thohir targetkan dividen BUMN tembus rp 85 triliun,2024/02/13,positif
Ketakutan Jokowi di Akhir Jabatan Kembali Muncul,ketakutan jokowi di akhir jabatan kembali muncul,2024/10/20,negatif
"Saham BTN (BBTN) Lagi Reli, Intip Target Harganya","saham BTN ( BBTN ) lagi reli , intip target harganya",2024/09/11,positif
"23 Bank RDN Terbaru, Ini Daftarnya","23 bank RDN terbaru , ini daftarnya",2024/07/19,netral
"IHSG Ditutup Bangkit, Tapi Belum Mampu Tembus Level 7.500","IHSG ditutup bangkit , tapi belum mampu tembus level 7.500",2024/11/05,positif
Top! KB Bank Optimalkan Aset Lewat Transaksi Sukuk,top ! KB bank optimalkan aset lewat transaksi sukuk,2025/03/26,positif
100 Mahasiswa Dapat Beasiswa dari Bank Mega Syariah,100 mahasiswa dapat beasiswa dari bank mega syariah,2025/01/31,positif
"Stok Lampaui Ekspektasi, Harga Minyak Dunia Melempem!","stok lampaui ekspektasi , harga minyak dunia melempem !",2025/01/09,negatif
Bos OJK Sebut PP Hapus Tagih Kredit Macet UMKM Tak Butuh POJK Turunan,bos OJK sebut PP hapus tagih kredit macet UMKM tak butuh POJK turunan,2024/11/20,netral
"Terungkap, Ini Penyebab Laba BNI (BBNI) Tumbuh","terungkap , ini penyebab laba BNI ( BBNI ) tumbuh",2024/09/02,positif
OJK Kantongi Daftar Koperasi Open Loop yang Akan Diawasi,OJK kantongi daftar koperasi open loop yang akan diawasi,2025/01/14,netral
"Taipan Malaysia Beli Mal di Singapura Rp 6,3 Triliun, Ini Sosoknya","taipan malaysia beli mal di singapura rp 6.3 triliun , ini sosoknya",2024/03/11,netral
"IHSG Ambruk dan Balik ke Level 7.500, Gegara September Effect?","IHSG ambruk dan balik ke level 7.500 , gegara september effect ?",2024/09/04,negatif
Petani Jawa Lagi Gali Sawah Malah Temukan Harta Karun Emas 16 Kg,petani jawa lagi gali sawah malah temukan harta karun emas 16 kg,2024/08/18,netral
"IHSG Keok, Pamor Saham Teknologi Naik","IHSG keok , pamor saham teknologi naik",2025/02/20,negatif
"IHSG Menguat 3 Hari Beruntun, Asing Malah Lego Saham-Saham Ini","IHSG menguat 3 hari beruntun , asing malah lego saham-saham ini",2024/10/16,negatif
"Kini Resmi Bangkrut, Ini Sosok Pendiri Sritex (SRIL)","kini resmi bangkrut , ini sosok pendiri sritex ( SRIL )",2024/10/24,netral
Sah! Ini Susunan Komisaris dan Direksi BRI Terbaru,sah ! ini susunan komisaris dan direksi BRI terbaru,2025/03/24,netral
"IHSG Ambruk Hampir 2%, Analis Sepakat Soal Ini","IHSG ambruk hampir 2% , analis sepakat soal ini",2025/02/06,negatif
Kisah Rakesh Jhunjhunwala Sulap Rp 975 Ribu Jadi Rp 94 Triliun,kisah rakesh jhunjhunwala sulap rp 975 ribu jadi rp 94 triliun,2025/03/18,netral
"Banyak Warga Terjerat, Ini Sejarah Berdirinya Pinjol dan Masuk ke RI","banyak warga terjerat , ini sejarah berdirinya pinjol dan masuk ke RI",2024/10/24,netral
"Situasi Global Tak Pasti, Pelaku Pasar Optimis Ekonomi RI Tetap Tumbuh","situasi global tak pasti , pelaku pasar optimis ekonomi RI tetap tumbuh",2025/03/21,netral
"Asuransi Amanah Githa Ganti Nama, Jadi Diakuisisi Kitabisa?","asuransi amanah githa ganti nama , jadi diakuisisi kitabisa ?",2024/01/19,netral
"Data Tenaga Kerja AS Membaik, Dolar Naik Tipis ke Rp15.500","data tenaga kerja AS membaik , dolar naik tipis ke rp 15.500",2024/10/18,negatif
"Resmi Melantai di Bursa, Emiten Happy Hapsoro (RATU) Sentuh ARA","resmi melantai di bursa , emiten happy hapsoro ( RATU ) sentuh ARA",2025/01/08,positif
"Setelah Mobil & Motor, Warga RI Bakal Wajib Ikut Asuransi Bencana?","setelah mobil motor , warga RI bakal wajib ikut asuransi bencana ?",2024/07/16,netral
"71 Perusahaan Keuangan Kena Sentil OJK, Ada Ganti Rugi hingga Rp 68 M","71 perusahaan keuangan kena sentil OJK , ada ganti rugi hingga rp 68 m",2024/06/10,negatif
Cara Injourney dan PTPN Ubah Rugi Jadi Laba,cara injourney dan PTPN ubah rugi jadi laba,2024/10/11,netral
"Antam Buka Suara Soal Kasus Tata Kelola Emas, Bantah Ada Korupsi","antam buka suara soal kasus tata kelola emas , bantah ada korupsi",2025/01/24,netral
"IHSG Anjlok Nyaris 5% & Dana Asing Kabur Rp 19 T, Dirut BEI Buka Suara","IHSG anjlok nyaris 5% dana asing kabur rp 19 T , dirut BEI buka suara",2025/02/28,negatif
"AUM Tembus Rp 239,6 T, Bisnis Wealth Management BRI Tumbuh Pesat!","AUM tembus rp 239.6 T , bisnis wealth management BRI tumbuh pesat !",2024/10/10,positif
