judul,text,tanggal,sentimen
"Asuransi Tak Bisa Lagi Tolak Klaim Sepihak, Ini Respons Pelaku Usaha","asuransi tak bisa lagi tolak klaim sepihak , ini respons pelaku usaha",2025/01/31,netral
"Bedah Saham Asuransi Grup Pertamina (TUGU), Ini Rekomendasinya","bedah saham asuransi grup pertamina ( tugu ) , ini rekomendasinya",2024/06/17,netral
"Danantara Resmi Diluncurkan, Tahap Awal Bakal Kelola 7 BUMN Ini","danantara resmi diluncurkan , tahap awal bakal kelola 7 BUMN ini",2025/02/24,netral
"IHSG Menguat 3 Hari Beruntun, Asing Malah Lego Saham-Saham Ini","IHSG menguat 3 hari beruntun , asing malah lego saham-saham ini",2024/10/16,negatif
El Salvador Menyerah! Dipaksa IMF Tinggalkan Bitcoin,el salvador menyerah ! dipaksa IMF tinggalkan bitcoin,2025/02/07,netral
"Emiten Big Cap Tumbang, IHSG Anjlok 1% Lebih","emiten big cap tumbang , IHSG anjlok 1% lebih",2025/01/13,negatif
OJK dan Bankir Buka Suara Soal Kredit Bermasalah UMKM Tinggi,OJK dan bankir buka suara soal kredit bermasalah UMKM tinggi,2024/08/14,netral
"Loker PCPM Bank Indonesia 2024 Dibuka Hari Ini, Cek Cara Daftar-Syarat","loker PCPM bank indonesia 2024 dibuka hari ini , cek cara daftar-syarat",2024/08/12,netral
"IHSG Pesta Pora, Asing Berbondong-Bondong Beli Saham BMRI hingga BBRI","IHSG pesta pora , asing berbondong-bondong beli saham BMRI hingga BBRI",2024/08/15,positif
Apa Pentingnya Pasar Saham Bagi Ekonomi RI? Ini Penjelasannya,apa pentingnya pasar saham bagi ekonomi RI ? ini penjelasannya,2025/03/24,netral
"Investor Tunggu Inflasi AS & Risalah The Fed, Bursa Saham Asia Lesu","investor tunggu inflasi AS risalah the fed , bursa saham asia lesu",2024/04/10,negatif
"Sambut Desember, IHSG Dibuka Cerah","sambut desember , IHSG dibuka cerah",2024/12/02,positif
"Darmawan Junaidi Tetap Dirut Bank Mandiri, Riduan Jadi Wadirut","darmawan junaidi tetap dirut bank mandiri , riduan jadi wadirut",2025/03/25,netral
"BI Rate Turun Jadi Angin Segar Bagi Saham Bank, Ini Alasannya","BI rate turun jadi angin segar bagi saham bank , ini alasannya",2025/01/16,positif
"Transaksi Digital Melesat, Warga RI Kompak Pindah ke Layanan Ini","transaksi digital melesat , warga RI kompak pindah ke layanan ini",2025/02/19,positif
Kinerja Bank Bengkulu Moncer Usai Gabung KUB BJB,kinerja bank bengkulu moncer usai gabung KUB BJB,2024/10/15,positif
"Pasar Cerah, IHSG Dibuka Naik 0,66%","pasar cerah , IHSG dibuka naik 0.66%",2024/08/09,positif
"Emiten Berbondong-bondong Buyback Saham, Begini Analisa Pakar","emiten berbondong-bondong buyback saham , begini analisa pakar",2025/03/22,positif
"Simak, Ini Tips Biar Tak Ditagih Debt Collector Sampai ke Rumah","simak , ini tips biar tak ditagih debt collector sampai ke rumah",2024/07/29,netral
"LPEI Minta Suntikan APBN Rp10 T, Ini Syarat DPR!","LPEI minta suntikan APBN rp 10 T , ini syarat DPR !",2024/07/01,netral
Regulator Investigasi Bank Raksasa AS Gegara Rekening Nasabah Dibobol,regulator investigasi bank raksasa AS gegara rekening nasabah dibobol,2024/08/12,negatif
"Kerja 5 Tahun, Ternyata DPR Dapat Uang Pensiun Segini Seumur Hidup","kerja 5 tahun , ternyata DPR dapat uang pensiun segini seumur hidup",2024/02/17,netral
"Masa Jabatan Jokowi Tinggal Sebulan Lagi, Segini Uang Pensiunnya","masa jabatan jokowi tinggal sebulan lagi , segini uang pensiunnya",2024/09/15,netral
Segini Uang Pensiun Risma Usai Mundur sebagai Mensos Jokowi,segini uang pensiun risma usai mundur sebagai mensos jokowi,2024/08/31,netral
"Perusahaan Afiliasi KBFG Bakal Borong Saham KB Bank, Ini Bocorannya","perusahaan afiliasi KBFG bakal borong saham KB bank , ini bocorannya",2024/08/09,positif
"Ditopang Rebound Saham Bank, IHSG Cerah Bergairah Dekati Level 7.100","ditopang rebound saham bank , IHSG cerah bergairah dekati level 7.100",2024/12/23,positif
"Pabrik Oksigen Terbesar di RI Diresmikan, Ini Sosok Pemiliknya","pabrik oksigen terbesar di RI diresmikan , ini sosok pemiliknya",2024/10/03,netral
"Aguan 'Raja Properti' Gencar Investasi di IKN, Punya Harta Segini","aguan raja properti gencar investasi di IKN , punya harta segini",2024/06/08,netral
Beredar 5 Nama Calon Komisaris Bursa Efek Indonesia 2024-2028,beredar 5 nama calon komisaris bursa efek indonesia 2024-2028,2024/06/14,netral
"Kisah Rakesh Jhunjhunwala, Investor India Sulap Rp975.000 Jadi Rp94 T","kisah rakesh jhunjhunwala , investor india sulap rp 975.000 jadi rp 94 t",2024/08/12,netral
IHSG Finish Strong Awal Pekan! Ini Saham Pendorongnya,IHSG finish strong awal pekan ! ini saham pendorongnya,2024/10/14,positif
Perdagangan Bursa Karbon RI Lebih Tinggi Dari Jepang & Malaysia,perdagangan bursa karbon RI lebih tinggi dari jepang malaysia,2025/02/25,positif
Media Besar AS Laporkan Elon Musk Pernah Kerja Ilegal Tahun 90-an,media besar AS laporkan elon musk pernah kerja ilegal tahun 90-an,2024/10/27,negatif
"Tanpa Grup Prajogo Pangestu, IHSG Sedang Tak Baik-Baik Saja","tanpa grup prajogo pangestu , IHSG sedang tak baik-baik saja",2024/05/22,negatif
Bappebti: Transisi Pengawasan Kripto dari OJK Rampung Kuartal I-2025,bappebti : transisi pengawasan kripto dari OJK rampung kuartal I-2025,2025/01/02,netral
"IHSG Ditutup Turun 0,09% Hari Ini, 6 Saham Ini Jadi Beban","IHSG ditutup turun 0.09% hari ini , 6 saham ini jadi beban",2024/02/01,negatif
"Terkuak, Ini Rahasia Apple Dekati Rekor Valuasi Rp 64 Kuadriliun","terkuak , ini rahasia apple dekati rekor valuasi rp 64 kuadriliun",2024/12/31,netral
"Danantara Disebut Jadi Sentimen Negatif IHSG, Rosan Buka Suara","danantara disebut jadi sentimen negatif IHSG , rosan buka suara",2025/03/05,negatif
Kisah Robohnya Kerajaan Bisnis Salim Usai Berjaya 3 Dekade,kisah robohnya kerajaan bisnis salim usai berjaya 3 dekade,2024/03/23,netral
"Saham BRI Cetak Rekor Lagi di Rp 6.300, Kapitalisasi Dekati Rp 1.000 T","saham BRI cetak rekor lagi di rp 6.300 , kapitalisasi dekati rp 1.000 t",2024/02/20,positif
"Resmi IPO, Intip Potensi Bisnis Dunia Virtual Online (AREA) di 2024","resmi IPO , intip potensi bisnis dunia virtual online ( AREA ) di 2024",2024/04/01,positif
"Emiten Prajogo Pangestu TPIA Ditendang dari LQ45, Bursa Buka Suara","emiten prajogo pangestu TPIA ditendang dari LQ45 , bursa buka suara",2024/01/29,negatif
"3 Institusi Ini Jadi Market Maker, IHSG Bisa Terbang Tinggi","3 institusi ini jadi market maker , IHSG bisa terbang tinggi",2025/03/21,positif
Cara Cari Cuan dari Trading Saham dengan Modal Rp 100.000,cara cari cuan dari trading saham dengan modal rp 100.000,2025/01/15,netral
"""Kiamat"" Kantor Cabang Bank, Ribuan Tutup Sejak 2021",""" kiamat "" kantor cabang bank , ribuan tutup sejak 2021",2024/08/13,negatif
Robert Kiyosaki Tiba-Tiba Kasih Peringatan Terkait China,robert kiyosaki tiba-tiba kasih peringatan terkait china,2024/03/24,netral
"Kominfo Tiba-Tiba Blokir Medsos Kripto Binance Hingga KuCoin, Ada Apa?","kominfo tiba-tiba blokir medsos kripto binance hingga kucoin , ada apa ?",2024/07/17,negatif
"Menteri Erick Soroti Kecelakaan Pesawat, Ini Katanya","menteri erick soroti kecelakaan pesawat , ini katanya",2025/01/02,netral
Total Komoditas Wajib Parkir Dolar Hasil Ekspor di RI Capai Ribuan,total komoditas wajib parkir dolar hasil ekspor di RI capai ribuan,2025/02/28,netral
"Kasus Gagal Bayar Ahmad Rafif Rp 71 Miliar, Begini Perkembangannya","kasus gagal bayar ahmad rafif rp 71 miliar , begini perkembangannya",2024/08/13,netral
"Indonesia Alami Deflasi 5 Bulan Beruntun, Dolar Naik ke Rp15.195","indonesia alami deflasi 5 bulan beruntun , dolar naik ke rp 15.195",2024/10/01,negatif
Mantap! Sunarso Dinobatkan Sebagai The Best CEO dari Finance Asia,mantap ! sunarso dinobatkan sebagai the best CEO dari finance asia,2024/06/27,positif
"DHE 100% Simpan di RI, Perusahaan Jangan Khawatir Arus Kas Terganggu","DHE 100% simpan di RI , perusahaan jangan khawatir arus kas terganggu",2025/01/22,netral
Bos Danantara Yakin IHSG Bakal Kembali Naik,bos danantara yakin IHSG bakal kembali naik,2025/02/26,positif
"IPO MR DIY Mau Galang Rp4,71 T, 90% Dana Masuk Kantong Pengendali","IPO MR DIY mau galang rp 4.71T , 90% dana masuk kantong pengendali",2024/12/03,positif
Bos BSI Ungkap Pendorong Pembiayaan Bisa Tumbuh 16% di Semester I,bos BSI ungkap pendorong pembiayaan bisa tumbuh 16% di semester i,2024/09/02,positif
"Rupiah Terus Anjlok, Sampai Kapan? Ini Jawab BI!","rupiah terus anjlok , sampai kapan ? ini jawab BI !",2024/12/19,negatif
OJK Lantik Jajaran Satuan Kerja Kantor Pusat dan Kepala OJK Daerah,OJK lantik jajaran satuan kerja kantor pusat dan kepala OJK daerah,2024/12/05,netral
"Bikin Happy, UNTD Janjikan Rajin Tebar Dividen Setelah IPO","bikin happy , UNTD janjikan rajin tebar dividen setelah IPO",2024/01/29,positif
"Suriah Panas, Harga Minyak Naik Tipis","suriah panas , harga minyak naik tipis",2024/12/09,negatif
"14 BUMN 'Sakit' Udah 9 Bulan Dipelototin PPA, Ini Daftarnya","14 BUMN sakit udah 9 bulan dipelototin PPA , ini daftarnya",2024/01/08,negatif
OJK Ungkap Direksi MNC Bank dan Nobu Bakal Saling Isi Kursi,OJK ungkap direksi MNC bank dan nobu bakal saling isi kursi,2024/05/20,netral
"Laba Mitra Adiperkasa (MAPI) Jeblok 11,40%, Ini Penyebabnya","laba mitra adiperkasa ( MAPI ) jeblok 11.40% , ini penyebabnya",2024/08/01,negatif
"Hingga Juli 2024, Penghimpunan Dana Pasar Modal Rp127,68 T","hingga juli 2024 , penghimpunan dana pasar modal rp 127.68 t",2024/08/02,netral
"Harga Saham Bergerak Tak Wajar, BEI Pantau Ketat 3 Emiten Ini","harga saham bergerak tak wajar , BEI pantau ketat 3 emiten ini",2024/10/11,negatif
"Jiwasraya Diminta Bubar, Nasabah Anti Restrukturisasi Protes Begini","jiwasraya diminta bubar , nasabah anti restrukturisasi protes begini",2024/06/14,negatif
Daftar 10 Raja Properti Terkaya di Indonesia,daftar 10 raja properti terkaya di indonesia,2025/01/22,netral
"Daftar Suku Bunga Deposito Bank Digital Terbaru, Ada yang 10%","daftar suku bunga deposito bank digital terbaru , ada yang 10%",2024/03/01,netral
"Kantong Warga RI Tipis, Multifinance Pasang Target Realistis","kantong warga RI tipis , multifinance pasang target realistis",2025/02/14,netral
"IHSG Kembali Loyo, Dibuka Ambruk 1%","IHSG kembali loyo , dibuka ambruk 1%",2025/02/13,negatif
"Waspada Rekening Dikuras, Ini Cara Hindari Maling M-Banking","waspada rekening dikuras , ini cara hindari maling m-banking",2024/07/21,netral
Restoran Raksasa AS TGI Fridays Ajukan Kebangkrutan!,restoran raksasa AS TGI fridays ajukan kebangkrutan !,2024/11/03,negatif
"Harga Saham Melesat 133% Sepekan, Surge (WIFI) Buka Suara","harga saham melesat 133% sepekan , surge ( WIFI ) buka suara",2025/01/17,positif
"BSI (BRIS) Bakal Genjot Bisnis Emas, 3 Segmen Nasabah Ini Dibidik","BSI ( BRIS ) bakal genjot bisnis emas , 3 segmen nasabah ini dibidik",2024/10/18,positif
7 Tips Kaya Raya di Samping Kerja Kantoran Ala Robert Kiyosaki,7 tips kaya raya di samping kerja kantoran ala robert kiyosaki,2024/08/12,netral
"Rupiah Sempat Sentuh Level Terburuk, Kini Dolar di Level Rp16.200-an","rupiah sempat sentuh level terburuk , kini dolar di level rp 16200-an",2025/03/06,negatif
Realisasi Produksi Timah (TINS) Melonjak di Q3/2024,realisasi produksi timah ( TINS ) melonjak di q32024,2024/11/22,positif
"Update Wamen BUMN Soal Gaji Karyawan Indofarma Hingga Fraud Rp371,8 M",update wamen BUMN soal gaji karyawan indofarma hingga fraud rp 371.8 m,2024/05/22,netral
Korban Investasi Bodong Curhat ke DPR: Susah Dapat Keadilan,korban investasi bodong curhat ke DPR : susah dapat keadilan,2025/03/17,netral
"Kredit Paylater Bank Tumbuh Kencang 47,92% Jadi Rp 21,77 T",kredit paylater bank tumbuh kencang 47.92% jadi rp 21.77 t,2025/01/08,positif
"Tutup Nyaris 1.000 Kantor Cabang, Bos BRI (BBRI) Beberkan Alasannya","tutup nyaris 1.000 kantor cabang , bos BRI ( BBRI ) beberkan alasannya",2025/01/30,negatif
"Rugi Rp 557 M Imbas Boikot, Saham KFC (FAST) Ambruk 20% Sepekan","rugi rp 557 m imbas boikot , saham KFC ( FAST ) ambruk 20% sepekan",2024/11/06,negatif
"Gembok Dibuka Bursa, Saham Pakuan (UANG) Anjlok 5,32%","gembok dibuka bursa , saham pakuan ( UANG ) anjlok 5.32%",2024/09/03,negatif
"Digugat Karena Biaya Gesek Kartu, Mastercard Setuju Bayar Rp 4,03 T","digugat karena biaya gesek kartu , mastercard setuju bayar rp 4.03 t",2024/12/05,negatif
"BEI Gembok Lagi Saham SAPX, Buka Suspensi KARW dan NASI","BEI gembok lagi saham SAPX , buka suspensi KARW dan NASI",2024/07/02,negatif
"Bukan Cuma ITB, Danacita Kerja Sama dengan Hampir 100 Kampus di RI","bukan cuma ITB , danacita kerja sama dengan hampir 100 kampus di RI",2024/02/02,positif
"KPK Umumkan 5 Tersangka Kasus LPEI, Negara Berpotensi Rugi Rp11,7 T","KPK umumkan 5 tersangka kasus LPEI , negara berpotensi rugi rp 11.7 t",2025/03/03,negatif
"Terungkap, Jokowi Ketar-ketir Waktu Dolar AS Sempat Tembus Rp16.200","terungkap , jokowi ketar-ketir waktu dolar AS sempat tembus rp 16.200",2024/05/27,negatif
"Datang Dengan Kemeja Putih, Harvey Moeis Jalani Sidang Tuntutan","datang dengan kemeja putih , harvey moeis jalani sidang tuntutan",2024/12/09,netral
"Bos Pinjol Bangkrut Kabur ke Luar Negeri, OJK Siap Gaet Interpol","bos pinjol bangkrut kabur ke luar negeri , OJK siap gaet interpol",2024/10/26,negatif
"Prabowo Sebut Danantara Dimodali US$20 Miliar, Ini Sumbernya","prabowo sebut danantara dimodali US 20 miliar , ini sumbernya",2025/02/20,netral
20 BUMN RI Ini Masuk Daftar 500 Perusahaan Besar di Asia,20 BUMN RI ini masuk daftar 500 perusahaan besar di asia,2024/06/26,netral
Budi Djiwandono: Tak Akan Ada TNI Aktif Jabat Petinggi BUMN,budi djiwandono : tak akan ada TNI aktif jabat petinggi BUMN,2025/03/19,netral
"Saham BREN Ambruk Lagi, 2 Hari Beruntun Cetak ARB","saham BREN ambruk lagi , 2 hari beruntun cetak ARB",2024/09/23,negatif
Emiten Arsjad Rasjid (INDY) Jual Anak Usaha ke Orang Terkaya RI,emiten arsjad rasjid ( INDY ) jual anak usaha ke orang terkaya RI,2024/10/02,netral
"Freeport Kirim Emas Ke Antam, Bos MIND ID: Kurangi Impor Bahan Baku","freeport kirim emas ke antam , bos MIND ID : kurangi impor bahan baku",2025/02/13,netral
"BI Ungkap 3 Biang Kerok Pelemahan Rupiah, Dolar Tembus Rp 16.295","BI ungkap 3 biang kerok pelemahan rupiah , dolar tembus rp 16.295",2024/07/30,negatif
"IHSG Dibuka Naik 1% Hari Ini, Tersengat Euforia Warga RI Sambut THR","IHSG dibuka naik 1% hari ini , tersengat euforia warga RI sambut THR",2025/03/12,positif
"Awas, Bos OJK Bocorkan Ada Modus Penipuan Baru yang Meresahkan","awas , bos OJK bocorkan ada modus penipuan baru yang meresahkan",2024/01/09,negatif
"In Journey: Tiket Pesawat Turun 10%, Penumpang Pesawat Naik 4,5%","in journey : tiket pesawat turun 10% , penumpang pesawat naik 4.5%",2024/12/06,netral
"Saham Bukalapak Tiba-Tiba Terbang 30% Lebih, Ada Apa?","saham bukalapak tiba-tiba terbang 30% lebih , ada apa ?",2024/10/07,positif
BI Buka Suara Soal 2 Pejabat Jadi Komisaris BRI & BNI,BI buka suara soal 2 pejabat jadi komisaris BRI BNI,2025/03/26,netral
"IHSG Sesi I Loyo, Ternyata Ini Penyebabnya","IHSG sesi i loyo , ternyata ini penyebabnya",2024/07/16,negatif
"Pemangkasan Suku Bunga Makin Dekat, Rupiah Bisa Makin Kuat!","pemangkasan suku bunga makin dekat , rupiah bisa makin kuat !",2024/08/26,positif
"Pelaksanaan Konversi OWK Bumi Resources (BUMI) Beres, Ini Hasilnya!","pelaksanaan konversi OWK bumi resources ( BUMI ) beres , ini hasilnya !",2024/11/04,netral
"Bakal Pegang Modal Jumbo, Ini Bocoran Rencana Investasi Danantara","bakal pegang modal jumbo , ini bocoran rencana investasi danantara",2025/02/26,netral
Ada Kabar Baik Buat Pasar Reksa Dana di RI,ada kabar baik buat pasar reksa dana di RI,2024/10/30,netral
"Mimpi Buruk Karyawan Indofarma (INAF) Jadi Nyata, Teriak Sejak 2021","mimpi buruk karyawan indofarma ( INAF ) jadi nyata , teriak sejak 2021",2024/08/29,netral
"Top Gainers & Loser Sepekan, Ini Daftarnya!","top gainers loser sepekan , ini daftarnya !",2024/03/17,netral
"Saham Tugu Insurance (TUGU) Ngacir, Analis Ramal Laba Tembus Rp 755 M","saham tugu insurance ( TUGU ) ngacir , analis ramal laba tembus rp 755 m",2024/07/17,positif
"Jumlah Lowongan Pekerjaan AS Menyusut, Indeks Wall Street Dibuka Turun","jumlah lowongan pekerjaan AS menyusut , indeks wall street dibuka turun",2024/06/04,negatif
Bursa Asia Dibuka Variatif Usai Pengumuman Data Penting AS & Korsel,bursa asia dibuka variatif usai pengumuman data penting AS korsel,2024/11/28,netral
"Kekayaan 500 Orang Terkaya Dunia Lenyap Rp 1.752 T Semalam, Ada Apa?","kekayaan 500 orang terkaya dunia lenyap rp 1.752 t semalam , ada apa ?",2025/01/29,negatif
"Pendapatan Asuransi Jiwa Tembus Rp 166 T, Ini Pendorongnya","pendapatan asuransi jiwa tembus rp 166 T , ini pendorongnya",2024/12/02,positif
"Genjot Pembiayaan, Begini Strategi Amar Bank di 2025","genjot pembiayaan , begini strategi amar bank di 2025",2025/03/20,netral
"Kronologi Kebangkrutan The Body Shop, Ratusan Toko Dijual","kronologi kebangkrutan the body shop , ratusan toko dijual",2024/03/16,netral
Top! BRI Jadi Perusahaan Terbesar di Indonesia Versi Forbes,top ! BRI jadi perusahaan terbesar di indonesia versi forbes,2024/06/21,positif
"23 Bank RDN Terbaru, Ini Daftarnya","23 bank RDN terbaru , ini daftarnya",2024/07/19,netral
"Matahari Mau Tutup 13 Gerai Tahun Ini, 20 Toko Masuk Daftar Pantauan","matahari mau tutup 13 gerai tahun ini , 20 toko masuk daftar pantauan",2024/12/09,negatif
"IHSG Cetak Rekor Baru, Begini Tanggapan Bos OJK","IHSG cetak rekor baru , begini tanggapan bos OJK",2024/08/26,positif
"Resmi Jadi Dirut Garuda Indonesia (GIAA), Ini Profil Wamildan Tsani","resmi jadi dirut garuda indonesia ( giaa ) , ini profil wamildan tsani",2024/11/15,netral
"Terbaru! Peringkat 5 Orang Terkaya di Indonesia, No.1 Siapa?","terbaru ! peringkat 5 orang terkaya di indonesia , no . 1 siapa ?",2024/11/16,netral
"Rupiah Keok Lagi, Nilai Tukar Dolar AS Sudah Tembus Rp 16.060","rupiah keok lagi , nilai tukar dolar AS sudah tembus rp 16.060",2024/12/17,negatif
"Breaking! IHSG Anjlok 1,48%, Selangkah Lagi Balik ke Level 6.400","breaking ! IHSG anjlok 1.48% , selangkah lagi balik ke level 6.400",2025/02/27,negatif
10 Poin Penting RUU BUMN yang Resmi Disahkan Jadi Undang-Undang,10 poin penting RUU BUMN yang resmi disahkan jadi undang-undang,2025/02/05,netral
Saat Anggota DPR Curhat Sulit Klaim Rp12 Juta ke Agen Asuransi,saat anggota DPR curhat sulit klaim rp 12 juta ke agen asuransi,2025/03/17,netral
"Analisis Penyebab IHSG Terbang 3% Lebih, Efek Danantara?","analisis penyebab IHSG terbang 3% lebih , efek danantara ?",2025/03/26,positif
Sandra Dewi Tolak Serahkan Cincin Tunangan & Nikah ke Kejagung,sandra dewi tolak serahkan cincin tunangan nikah ke kejagung,2024/10/10,netral
"Tipu Bank & Bikin Rugi Rp 79 T, Bill Hwang Dihukum 10 tahun Penjara","tipu bank bikin rugi rp 79 T , bill hwang dihukum 10 tahun penjara",2024/11/21,negatif
BNI Mode Waspada Imbas Pelemahan Rupiah dan Tingginya Suku Bunga,BNI mode waspada imbas pelemahan rupiah dan tingginya suku bunga,2024/07/08,negatif
OJK Optimis Kinerja Positif Sektor Jasa Keuangan Berlanjut,OJK optimis kinerja positif sektor jasa keuangan berlanjut,2024/02/20,positif
"Lo Kheng Hong Bongkar Kebiasaan Bikin Miskin, Ingatkan Investor Saham","lo kheng hong bongkar kebiasaan bikin miskin , ingatkan investor saham",2025/03/31,netral
"Terungkap! 37,17% dari Kredit Macet Pinjol Adalah Gen Z dan Milenial",terungkap ! 37.17% dari kredit macet pinjol adalah gen z dan milenial,2024/09/06,netral
"Dapat Restu PMN Rp 3,61 T, Ini Dosa Asabri yang Bikin DPR Geram","dapat restu PMN rp 3.61 T , ini dosa asabri yang bikin DPR geram",2024/07/11,negatif
"Banyak Promo, Investasi Makin Mudah Menggunakan RDN KB Bank","banyak promo , investasi makin mudah menggunakan RDN KB bank",2024/08/19,netral
"Pendapatan Garuda Indonesia (GIAA) Naik 18,27%, Tembus US$ 1,62 M","pendapatan garuda indonesia ( GIAA ) naik 18.27% , tembus US 1.62 m",2024/10/01,positif
IHSG Pangkas Koreksi Usai Pengumuman Pengurus Danantara,IHSG pangkas koreksi usai pengumuman pengurus danantara,2025/03/24,positif
"Transaksi Rp 888 Miliar yang Bikin Bitcoin Cs Rebound, Ada Apa?","transaksi rp 888 miliar yang bikin bitcoin cs rebound , ada apa ?",2024/09/03,netral
Anak Usaha Big Bank China di Indonesia (MCOR) Angkat Dirut Baru,anak usaha big bank china di indonesia ( MCOR ) angkat dirut baru,2025/03/17,netral
"OJK Setop Restrukturisasi Kredit Covid-19, BNI Bilang Gini","OJK setop restrukturisasi kredit covid-19 , BNI bilang gini",2024/04/02,netral
"Daftar 5 Konglomerat Minyak Sawit RI, Sosok No.1 Dulunya Loper Koran","daftar 5 konglomerat minyak sawit RI , sosok no . 1 dulunya loper koran",2025/01/29,netral
"Hari Kedua di 2025, IHSG Dibuka Bergairah Lagi, Dekati 7.200-an","hari kedua di 2025 , IHSG dibuka bergairah lagi , dekati 7200-an",2025/01/03,positif
IHSG Lesu! Asing Diam-Diam Borong 10 Saham Ini,IHSG lesu ! asing diam-diam borong 10 saham ini,2024/10/10,positif
"Rupiah Kembali Keok, Dolar Sentuh Rp16.355","rupiah kembali keok , dolar sentuh rp 16.355",2025/02/19,negatif
"Prabowo: Perusahaan Gunakan Aset Negara, Hasilnya Harus Disetor di RI","prabowo : perusahaan gunakan aset negara , hasilnya harus disetor di RI",2025/03/21,netral
Begini Penjelasan Kenapa KUR Tidak Masuk Program Hapus Tagih Bank BUMN,begini penjelasan kenapa KUR tidak masuk program hapus tagih bank BUMN,2024/11/14,netral
Waspada Penipuan Baru! Modusnya Menggiurkan,waspada penipuan baru ! modusnya menggiurkan,2024/02/13,negatif
"Adaro (ADRO) Ganti Nama Jadi Alamtri Resources, Ini Alasannya","adaro ( ADRO ) ganti nama jadi alamtri resources , ini alasannya",2024/11/18,netral
"Buyback Saham Lanjut, Saham GOTO Diramal Bisa ke Cepek","buyback saham lanjut , saham GOTO diramal bisa ke cepek",2024/12/10,positif
"Sukses Efisiensi, Laba BLES Tumbuh Double Digit di Kuartal III-2024","sukses efisiensi , laba BLES tumbuh double digit di kuartal iii-2024",2024/10/29,positif
"Rupiah Keok Diawal Pembukaan, Dolar Naik ke Rp15.630","rupiah keok diawal pembukaan , dolar naik ke rp 15.630",2024/10/10,negatif
"Neraca Dagang RI Surplus 50 Bulan Beruntun, Dolarnya di Mana?","neraca dagang RI surplus 50 bulan beruntun , dolarnya di mana ?",2024/07/16,positif
"Nasib 16 Saham Sitaan Kejagung, BEI: Bisa Delisting & Dibubarkan!","nasib 16 saham sitaan kejagung , BEI : bisa delisting dibubarkan !",2024/06/03,negatif
"Mengenal JS Saving Plan, Produk Jiwasraya yang Jerat Dirjen Anggaran","mengenal JS saving plan , produk jiwasraya yang jerat dirjen anggaran",2025/02/10,netral
Erick Thohir: Kontribusi Pajak BUMN ke Negara Rp 1.374 Triliun,erick thohir : kontribusi pajak BUMN ke negara rp 1.374 triliun,2024/07/11,netral
"Kondisi Intel Ngeri! Saham Ambruk, Tidak Bisa Bayar Dividen, & Mau PHK","kondisi intel ngeri ! saham ambruk , tidak bisa bayar dividen , mau PHK",2024/08/04,negatif
"Dana Asing Deras Masuk ke RI, Investor Luar Lepas 10 Saham Ini","dana asing deras masuk ke RI , investor luar lepas 10 saham ini",2024/09/02,negatif
Pria Ini Jadi Orang Terkaya RI Karena Punya Alfamart,pria ini jadi orang terkaya RI karena punya alfamart,2024/12/09,netral
Bos Jiwasraya Ungkap Fraud Rp257 M di Dana Pensiun Pemberi Kerja,bos jiwasraya ungkap fraud rp 257 m di dana pensiun pemberi kerja,2025/02/06,negatif
"Indeks Dolar Perkasa, Waspada Badai Rupiah Belum Usai!","indeks dolar perkasa , waspada badai rupiah belum usai !",2024/11/12,negatif
Lo Kheng Hong Blak-blakan Ungkap Kebiasaan Ini Bikin Warga RI Miskin,lo kheng hong blak-blakan ungkap kebiasaan ini bikin warga RI miskin,2024/09/07,netral
"Indomobil Benarkan Rencana Merger Nissan dan Honda, Dampaknya Begini","indomobil benarkan rencana merger nissan dan honda , dampaknya begini",2024/12/24,netral
"BSI Bidik Pembiayaan Rumah Tumbuh 12,4% di 2024",BSI bidik pembiayaan rumah tumbuh 12.4% di 2024,2024/06/22,positif
Bursa Efek Indonesia Pecat 5 Karyawan karena Terima Suap IPO,bursa efek indonesia pecat 5 karyawan karena terima suap IPO,2024/08/27,negatif
"IHSG Naik Tipis Sesi I, Deretan Saham Ini Jadi Penopang","IHSG naik tipis sesi I , deretan saham ini jadi penopang",2024/10/16,positif
"Tunggu Sikap The Fed, Wall Street Dibuka Loyo","tunggu sikap the fed , wall street dibuka loyo",2025/01/29,negatif
WIKA Masuk Jajaran Top 203 Perusahaan Terbaik Asia Tenggara,WIKA masuk jajaran top 203 perusahaan terbaik asia tenggara,2024/06/28,positif
Asuransi Great Eastern Life Alihkan Portofolio Unit Syariah,asuransi great eastern life alihkan portofolio unit syariah,2024/11/26,netral
OJK Dorong Konsolidasi Bikin Bank Syariah Setara BSI,OJK dorong konsolidasi bikin bank syariah setara BSI,2024/08/23,positif
"OJK Ramal Kredit Tumbuh 9-11% di 2025, DPK 6-8%","OJK ramal kredit tumbuh 9-11% di 2025 , DPK 6-8%",2025/02/11,netral
"Nabung Emas Bisa Percepat Rencana Ibadah Haji, Ini Kata Bos BSI","nabung emas bisa percepat rencana ibadah haji , ini kata bos BSI",2025/03/06,netral
"Tak Sengaja, Harta Karun Emas Kerajaan Rp 6 M Ditemukan di RI","tak sengaja , harta karun emas kerajaan rp 6 m ditemukan di RI",2024/11/02,netral
"Sudah Berlaku Bulan Ini, Dana Pensiun Tidak Bisa Cair Sebelum 10 Tahun","sudah berlaku bulan ini , dana pensiun tidak bisa cair sebelum 10 tahun",2024/10/23,negatif
