judul,text,tanggal,sentimen
"Jelang Akhir Pekan Terakhir 2024, Bursa Asia Bergerak Beragam","jelang akhir pekan terakhir 2024 , bursa asia bergerak beragam",2024/12/27,netral
"Jangan Kaget! Segini Saldo Minimum Nasabah Prioritas BCA, BRI-Mandiri","jangan kaget ! segini saldo minimum nasabah prioritas BCA , bri-mandiri",2024/05/10,netral
"Sukses Kalahkan McDonald's, Taipan Filipina Ini Mau Tandingi Starbucks","sukses kalahkan mcdonalds , taipan filipina ini mau tandingi starbucks",2024/08/19,netral
Bali Towerindo (BALI) Tambah Kredit ke Bank Mandiri (BMRI),bali towerindo ( BALI ) tambah kredit ke bank mandiri ( BMRI ),2024/07/02,positif
"Laba Bank Ina (BINA) Salim Rp 69 M, Jeblok 40% di Semester I-2024","laba bank ina ( BINA ) salim rp 69 M , jeblok 40% di semester I-2024",2024/07/31,negatif
"RAPP Perusahaan Pertama Pakai Bus Listrik, Ini Alasannya","RAPP perusahaan pertama pakai bus listrik , ini alasannya",2024/01/26,netral
"Sosok Orang Muslim Paling Kaya di Dunia, Cek Gurita Bisnisnya","sosok orang muslim paling kaya di dunia , cek gurita bisnisnya",2024/09/16,netral
Perusahaan Tambang Bill Gates Temukan Harta Karun Raksasa di Afrika,perusahaan tambang bill gates temukan harta karun raksasa di afrika,2024/02/05,netral
"Timur Tengah Memanas, Harga Minyak Malah Balik Loyo","timur tengah memanas , harga minyak malah balik loyo",2024/12/10,negatif
"AJB Bumiputera Baru Bayar Klaim Rp 319,5 M dari Rp 2,8 T",AJB bumiputera baru bayar klaim rp 319.5 m dari rp 2.8 t,2024/10/01,negatif
"Stimulus Restrukturisasi Kredit Berakhir, OJK Kasih Catatan Ini","stimulus restrukturisasi kredit berakhir , OJK kasih catatan ini",2024/03/31,netral
"Soal Proyek di IKN, Ciputra (CTRA) Bilang Gini","soal proyek di IKN , ciputra ( CTRA ) bilang gini",2024/08/02,netral
"Ekonomi AS Kena Bahaya, Sinyal Suku Bunga Turun Redup","ekonomi AS kena bahaya , sinyal suku bunga turun redup",2024/04/08,negatif
Harga Divestasi Vale Rp3.000-an/Saham? Ini Kata Erick Thohir,harga divestasi vale rp 3000-ansaham ? ini kata erick thohir,2024/02/20,netral
Begini Strategi Raya Jalani Bisnis Bank Digital,begini strategi raya jalani bisnis bank digital,2024/10/22,netral
"Daftar 10 Bank dengan Laba Terbesar di Indonesia, BRI Kalahkan BCA","daftar 10 bank dengan laba terbesar di indonesia , BRI kalahkan BCA",2024/05/04,netral
"Menanti Cadangan Devisa RI, Rupiah Siap Happy Weekend?","menanti cadangan devisa RI , rupiah siap happy weekend ?",2024/12/06,netral
"Starbucks Bangun Kafe di Lokasi Tak Biasa, Bisa Intip Langsung Korut","starbucks bangun kafe di lokasi tak biasa , bisa intip langsung korut",2024/11/30,netral
"BRI dan BNI Kompak Buyback Saham, Bank Mandiri Ikut?","BRI dan BNI kompak buyback saham , bank mandiri ikut ?",2025/02/12,positif
"IHSG Kurang Gairah, Saham Bank Raksasa Masih Tertekan","IHSG kurang gairah , saham bank raksasa masih tertekan",2024/12/30,negatif
"Masyarakat Makin Melek Asuransi, IFG Buka Peluang Produk Baru Ini","masyarakat makin melek asuransi , IFG buka peluang produk baru ini",2024/07/16,positif
"Jokowi Teken Aturan Asuransi Bagi Eks Menteri, OJK Beri Bocorannya","jokowi teken aturan asuransi bagi eks menteri , OJK beri bocorannya",2024/10/18,netral
"Tajir! Prajogo Pangestu Borong Saham Barito Pacific (BRPT) Rp 8,69 M",tajir ! prajogo pangestu borong saham barito pacific ( BRPT ) rp 8.69 m,2025/03/05,positif
"Ada Pertemuan Penting BEI-Pelaku Pasar, Ini Kisi-kisi Bahasannya","ada pertemuan penting bei-pelaku pasar , ini kisi-kisi bahasannya",2025/03/03,netral
"Parah! 17 Bank Tutup per Desember 2024, Bangkrut-Izin Dicabut OJK","parah ! 17 bank tutup per desember 2024 , bangkrut-izin dicabut OJK",2024/12/07,negatif
"Produsen Tepung Panir (BBRC) Mau IPO, Incar Dana Rp 61,2 M","produsen tepung panir ( BBRC ) mau IPO , incar dana rp 61.2 m",2024/12/18,positif
Duh! Anak Remaja RI Sasaran Empuk Judi Online dan Pinjol Ilegal,duh ! anak remaja RI sasaran empuk judi online dan pinjol ilegal,2024/08/02,negatif
"Pria Amerika Ikut Anjuran Nabi, Kini Kaya Raya Berharta Rp 123 T","pria amerika ikut anjuran nabi , kini kaya raya berharta rp 123 t",2024/08/03,netral
"Terungkap, Ini Alasan Kejagung Periksa Sandra Dewi Hingga 10,5 Jam","terungkap , ini alasan kejagung periksa sandra dewi hingga 10.5 jam",2024/05/15,netral
"Terungkap, Jokowi Ketar-ketir Waktu Dolar AS Sempat Tembus Rp16.200","terungkap , jokowi ketar-ketir waktu dolar AS sempat tembus rp 16.200",2024/05/27,negatif
Dolar AS Rp15.600! Rupiah Menguat Rp400 dalam 7 Hari,dolar AS rp 15.600 ! rupiah menguat rp 400 dalam 7 hari,2024/08/14,positif
Satgas PASTI Terima 16.000 Aduan Pinjol & Investasi Bodong di 2024,satgas PASTI terima 16.000 aduan pinjol investasi bodong di 2024,2025/01/24,negatif
"Emiten Pengelola Starbuck (MAPB) Rugi Rp22,23 M, Bos MAPI Bilang Gini","emiten pengelola starbuck ( MAPB ) rugi rp 22.23M , bos MAPI bilang gini",2024/07/03,negatif
Laba Emiten Cat Crazy Rich Surabaya (AVIA) Stagnan di Semester I-2024,laba emiten cat crazy rich surabaya ( AVIA ) stagnan di semester I-2024,2024/07/30,netral
"10 Tahun Berdiri, McDonald's di Tempat Ini Tutup Gerai","10 tahun berdiri , mcdonalds di tempat ini tutup gerai",2024/09/18,negatif
"Kembali Jabat Anggota DPR, Segini Harta Titiek Soeharto","kembali jabat anggota DPR , segini harta titiek soeharto",2024/10/15,netral
"Untung dan Rugi Nabung Emas Ditanggung Nasabah, Ini Kata Bos OJK","untung dan rugi nabung emas ditanggung nasabah , ini kata bos OJK",2025/02/28,netral
"Rupiah Terguncang, BI Borong SBN di Pasar Perdana Rp62 T di Akhir 2024","rupiah terguncang , BI borong SBN di pasar perdana rp 62 t di akhir 2024",2024/12/19,positif
"IHSG Happy Weekend, Pekan Depan Siap Jajal Level 7.800?","IHSG happy weekend , pekan depan siap jajal level 7.800?",2024/09/06,positif
"Terbaru! Segini Saldo Minimum Rekening BCA, BRI, BNI dan Mandiri","terbaru ! segini saldo minimum rekening BCA , BRI , BNI dan mandiri",2024/07/07,netral
Harga Minyak Labil Usai China Balas Tarif AS,harga minyak labil usai china balas tarif AS,2025/02/05,negatif
"IHSG Gagal Lagi Balik ke 7.100, Sektor Ini Biang Keroknya","IHSG gagal lagi balik ke 7.100 , sektor ini biang keroknya",2024/12/27,negatif
Kapan Teror Debt Collector Pinjol Berhenti ke Nasabah Galbay?,kapan teror debt collector pinjol berhenti ke nasabah galbay ?,2024/08/26,netral
Gubernur BI Blak-Blakan Alasan Dorong Digitalisasi Sistem Pembayaran,gubernur BI blak-blakan alasan dorong digitalisasi sistem pembayaran,2024/10/18,netral
"Lebih Cuan Mana, Sukuk Atau Saham? Ini Perbedaannya","lebih cuan mana , sukuk atau saham ? ini perbedaannya",2025/03/12,netral
"Ekonomi Global Penuh Ketidakpastian, IHSG Longsor ke Level 6.900","ekonomi global penuh ketidakpastian , IHSG longsor ke level 6.900",2025/01/14,negatif
"BTN Kirim Surat Minat Masuk Muamalat, Pemegang Saham Buka Suara","BTN kirim surat minat masuk muamalat , pemegang saham buka suara",2024/01/04,netral
"BI Tahan Suku Bunga, Dolar Masih Terbang di Rp16.515","BI tahan suku bunga , dolar masih terbang di rp 16.515",2025/03/19,netral
"Kelola Web Judol Rp 284 M, WN China Buron Interpol Ditangkap di RI","kelola web judol rp 284 M , WN china buron interpol ditangkap di RI",2024/12/06,negatif
"Cetak Pendapatan Rp 37 T, Telkom Optimis Kejar Pertumbuhan di 2024","cetak pendapatan rp 37 T , telkom optimis kejar pertumbuhan di 2024",2024/04/20,positif
Mantap! KB Bank Optimis Raih Kinerja Positif Sepanjang 2024,mantap ! KB bank optimis raih kinerja positif sepanjang 2024,2024/08/01,positif
"Total Pinjaman Pinjol Tembus Rp 66,69 Triliun per Juni 2024",total pinjaman pinjol tembus rp 66.69 triliun per juni 2024,2024/08/05,netral
"Dolar AS Tertekan Saat Pilpres AS, Pasar Antisipasi Kemenangan Kamala?","dolar AS tertekan saat pilpres AS , pasar antisipasi kemenangan kamala ?",2024/11/05,netral
Jemaah Sabar! Aktivasi QRIS Arab Saudi Setelah UEA,jemaah sabar ! aktivasi QRIS arab saudi setelah UEA,2024/02/21,netral
"Mulai Besok DHE Wajib Simpan di RI, Diharapkan Bisa Bantu Rupiah","mulai besok DHE wajib simpan di RI , diharapkan bisa bantu rupiah",2025/02/28,netral
"Cuan Rp 26 M Gegara Nguping, Suami Dipenjara-Istri Dipecat","cuan rp 26 m gegara nguping , suami dipenjara-istri dipecat",2024/03/02,netral
"Sentimen Pasar Global Makin Memburuk, IHSG Dibuka Merana Lagi","sentimen pasar global makin memburuk , IHSG dibuka merana lagi",2024/10/04,negatif
Kejagung Sita Lagi 2 Mobil Mewah Milik Suami Sandra Dewi,kejagung sita lagi 2 mobil mewah milik suami sandra dewi,2024/04/19,negatif
Ini Alasan Bursa Saham Jepang Tahan Banting Saat Ekonominya Lesu,ini alasan bursa saham jepang tahan banting saat ekonominya lesu,2024/02/21,netral
"Menteri Rosan Resmikan Pabrik HM Sampoerna, Nilai Investasi Rp 630 M","menteri rosan resmikan pabrik HM sampoerna , nilai investasi rp 630 m",2024/12/16,positif
"Terbaru, Begini Tata Cara Daftar & Cek Pengajuan KUR BRI","terbaru , begini tata cara daftar cek pengajuan KUR BRI",2024/11/21,netral
"Rupiah Tidak Bergeming, Dolar Stagnan di Rp15.860","rupiah tidak bergeming , dolar stagnan di rp 15.860",2024/12/10,netral
IHSG Pangkas Koreksi Usai Pengumuman Pengurus Danantara,IHSG pangkas koreksi usai pengumuman pengurus danantara,2025/03/24,positif
"Harga Minyak Jatuh 4%, Sentuh Level Terendah 3 Tahun Lalu!","harga minyak jatuh 4% , sentuh level terendah 3 tahun lalu !",2024/09/11,negatif
"Dibuka Hari Ini, Cek Syarat & Tata Cara Daftar Rekrutmen Bersama BUMN","dibuka hari ini , cek syarat tata cara daftar rekrutmen bersama BUMN",2024/03/23,netral
"IHSG Rebound, 5 Saham Big Cap Ini Jadi Penyelamatnya","IHSG rebound , 5 saham big cap ini jadi penyelamatnya",2024/09/04,positif
"RI Dibayangi Deflasi, IHSG Ditutup Anjlok 1% Hari Ini","RI dibayangi deflasi , IHSG ditutup anjlok 1% hari ini",2024/09/03,negatif
"IHSG Merah di Tengah Gejolak Politik, 5 Saham Ini Jadi Pemberat","IHSG merah di tengah gejolak politik , 5 saham ini jadi pemberat",2024/08/22,negatif
"Komisi XI DPR Jawab Kekhawatiran Investor Soal APBN & Resesi, Simak!","komisi XI DPR jawab kekhawatiran investor soal APBN resesi , simak !",2025/03/18,netral
"Wait and See Data Payroll AS, Rupiah Masih Hadapi Tantangan!","wait and see data payroll AS , rupiah masih hadapi tantangan !",2024/12/05,netral
"Ratu Judi Dunia Asal Israel, Dapat Durian Runtuh & Jadi Orang Terkaya","ratu judi dunia asal israel , dapat durian runtuh jadi orang terkaya",2024/04/16,netral
"Bos BI Bantah Crowding Out, Buktikan SRBI Tak Buat RI Kekeringan Uang","bos BI bantah crowding out , buktikan SRBI tak buat RI kekeringan uang",2024/07/17,netral
"Dari Rumah Bedeng Bawah Jembatan, Sosok Ini Sukses Jadi Raja Rokok RI","dari rumah bedeng bawah jembatan , sosok ini sukses jadi raja rokok RI",2024/07/17,netral
Perang Takjil Bikin Belanja Makanan RI Meroket di Atas 40%,perang takjil bikin belanja makanan RI meroket di atas 40%,2024/03/19,positif
"6 Orang Terkaya Singapura, Nomor 1 Hartanya Rp 191,6 T","6 orang terkaya singapura , nomor 1 hartanya rp 191.6 t",2024/09/17,netral
"Tanpa Asuransi Wajib Mobil & Motor, Segini Kerugian Warga RI","tanpa asuransi wajib mobil motor , segini kerugian warga RI",2024/08/06,negatif
Sukarno Mundur dari Komisaris Saraswanti Anugerah Makmur (SAMF),sukarno mundur dari komisaris saraswanti anugerah makmur ( SAMF ),2024/10/22,netral
"OJK Cabut Izin Usaha Jiwasraya, Resmi Bubar Sejak Januari 2025","OJK cabut izin usaha jiwasraya , resmi bubar sejak januari 2025",2025/02/21,negatif
Bursa Wall Street Dibuka Hijau Nantikan Soal Cut Rate,bursa wall street dibuka hijau nantikan soal cut rate,2024/08/21,positif
Ini Alasan Erick Thohir Setuju Ubah Bulog dari BUMN Jadi Badan Otonom,ini alasan erick thohir setuju ubah bulog dari BUMN jadi badan otonom,2024/11/08,netral
Kisah Raja Kain di Era Soeharto Kini Longsor Tertimbun Utang,kisah raja kain di era soeharto kini longsor tertimbun utang,2024/02/18,netral
"Investor Syariah Wajib Tahu, Ini Strategi Investasi Ala Nabi Muhammad","investor syariah wajib tahu , ini strategi investasi ala nabi muhammad",2024/11/04,netral
"Prabowo Sudah Jelaskan, Duit Buat Makan Siang Gratis Rp460 T dari Sini","prabowo sudah jelaskan , duit buat makan siang gratis rp 460 t dari sini",2024/02/24,netral
"Meski Pendapatan Turun, Laba Adaro Andalan (AADI) Naik Jadi Rp19,88 T","meski pendapatan turun , laba adaro andalan ( AADI ) naik jadi rp 19.88 t",2025/03/05,positif
"Perusahaan Bantal Guling Ini Mau IPO, Incar Dana Rp 31,2 Miliar","perusahaan bantal guling ini mau IPO , incar dana rp 31.2 miliar",2024/06/14,positif
"Rupiah Terus Melemah, Selangkah Lagi Dolar Tembus Rp 16.000","rupiah terus melemah , selangkah lagi dolar tembus rp 16.000",2024/12/03,negatif
"Ace Hardware (ACES) Bagi Dividen Rp 573,5 Miliar, Simak Jadwalnya","ace hardware ( ACES ) bagi dividen rp 573.5 miliar , simak jadwalnya",2024/06/12,positif
Siap-Siap Para Konglomerat Ini Mau Buyback Saham Besar-Besaran,siap-siap para konglomerat ini mau buyback saham besar-besaran,2025/03/04,positif
"Laba ADHI Naik 18% Jadi Rp 252 Miliar di 2024, Ini Pemicunya","laba ADHI naik 18% jadi rp 252 miliar di 2024 , ini pemicunya",2025/03/05,positif
Siloam International (SILO) Mau Akuisisi Rumah Sakit First REIT,siloam international ( SILO ) mau akuisisi rumah sakit first REIT,2025/01/14,positif
Grab Buka Suara Soal Aksi Demo Ribuan Driver Online,grab buka suara soal aksi demo ribuan driver online,2024/08/29,netral
"DPR Minta Himbara Hapus Kredit UMKM Pinjaman Kecil, BNI: Siap Support","DPR minta himbara hapus kredit UMKM pinjaman kecil , BNI : siap support",2024/07/08,netral
Emiten Nikel Adhi Kartiko (NICE) Ganti Direksi dan Tak Bagi Dividen,emiten nikel adhi kartiko ( NICE ) ganti direksi dan tak bagi dividen,2024/06/21,negatif
"Bursa Asia Gak Seragam, Nikkei Melesat 2%, Kospi Turun 0,2%","bursa asia gak seragam , nikkei melesat 2% , kospi turun 0.2%",2024/08/13,negatif
"IHSG Masih Suram, Ternyata Asing Masih Incar Saham-Saham Ini","IHSG masih suram , ternyata asing masih incar saham-saham ini",2024/11/19,netral
OJK Ungkap Potensi Pasar Bank Syariah di Daerah Islam Tertua RI,OJK ungkap potensi pasar bank syariah di daerah islam tertua RI,2024/10/24,netral
Bos Garuda Ungkap Alasan Tiket Luar Negeri Lebih Murah dari Domestik,bos garuda ungkap alasan tiket luar negeri lebih murah dari domestik,2024/11/11,netral
"Jelang Libur Natal, IHSG Bergerak Roller Coaster","jelang libur natal , IHSG bergerak roller coaster",2024/12/24,netral
"BEI Tak Mau Ungkap Emiten Pemberi Suap, Investor Teriak Gini","BEI tak mau ungkap emiten pemberi suap , investor teriak gini",2024/08/29,negatif
"Literasi Masih Kurang, Sri Mulyani Tak Mau Lagi Warga RI Tertipu","literasi masih kurang , sri mulyani tak mau lagi warga RI tertipu",2025/01/30,negatif
"IHSG Balik Merana, Perbankan Raksasa Biang Keroknya","IHSG balik merana , perbankan raksasa biang keroknya",2024/12/05,negatif
"Ciri-Ciri Saham Gorengan, Investor Pemula Wajib Tahu","ciri-ciri saham gorengan , investor pemula wajib tahu",2024/09/22,netral
"Rupiah Menguat 0,41%, Dolar Ditutup Jadi Rp15.665","rupiah menguat 0.41% , dolar ditutup jadi rp 15.665",2024/11/08,positif
Tok! BTN (BBTN) Batal Akuisisi Bank Muamalat,tok ! BTN ( BBTN ) batal akuisisi bank muamalat,2024/07/08,negatif
OJK Susun Kasasi Lawan Balik Michael Steven Pemilik Kresna Life,OJK susun kasasi lawan balik michael steven pemilik kresna life,2024/07/11,negatif
Pertemuan Raja-Raja Minyak 'OPEC+' Ditunda 5 Desember,pertemuan raja-raja minyak opec ditunda 5 desember,2024/11/28,netral
Harga Minyak Mentah Anjlok 1% Lebih Jelang Rilis Data Ekonomi China,harga minyak mentah anjlok 1% lebih jelang rilis data ekonomi china,2024/10/14,negatif
"Orang Terkaya RI Terbaru, Dua Teratas Menang Banyak dari Harga Saham","orang terkaya RI terbaru , dua teratas menang banyak dari harga saham",2024/03/09,netral
"BI Ramal Transaksi Berjalan RI 2024 Defisit 0,1-0,9% PDB",BI ramal transaksi berjalan RI 2024 defisit 0.1-0.9% PDB,2024/07/17,netral
"Industri Asuransi Alami Isu Serius, DPR Soroti Hal Ini","industri asuransi alami isu serius , DPR soroti hal ini",2025/02/27,negatif
"Cabut dari OpenAI, Ilmuwan ChatGPT Bikin Perusahaan Misterius","cabut dari openai , ilmuwan chatgpt bikin perusahaan misterius",2025/03/09,netral
"Bahas Ini, Erick Thohir Rapat Bareng MenPANRB dan Menkominfo","bahas ini , erick thohir rapat bareng menpanrb dan menkominfo",2024/01/04,netral
Ternyata Ini Alasan KUR Tak Masuk Program Pemutihan Kredit UMKM,ternyata ini alasan KUR tak masuk program pemutihan kredit UMKM,2024/11/14,netral
"Bos BI Pede Rupiah Bakal Perkasa, Ini Ternyata Pemicunya!","bos BI pede rupiah bakal perkasa , ini ternyata pemicunya !",2024/07/17,positif
"Resmi Melantai di Bursa, Emiten Happy Hapsoro (RATU) Sentuh ARA","resmi melantai di bursa , emiten happy hapsoro ( RATU ) sentuh ARA",2025/01/08,positif
"Rupiah Patahkan Tren Pelemahan, Dolar Ditutup Turun ke Rp16.575","rupiah patahkan tren pelemahan , dolar ditutup turun ke rp 16.575",2025/03/26,positif
Ekspor di Bawah US$250.000 per Transaksi Tak Kena Kewajiban DHE Baru,ekspor di bawah us 250.000 per transaksi tak kena kewajiban DHE baru,2025/01/22,netral
"Siap-Siap, Asuransi Modal Cekak Bisnisnya Bakal Terbatas","siap-siap , asuransi modal cekak bisnisnya bakal terbatas",2024/07/24,netral
BNI Direct Versi Baru Bisa Gabungkan Seluruh Transaksi Bisnis,BNI direct versi baru bisa gabungkan seluruh transaksi bisnis,2024/10/02,positif
"Laba Bersih DATA Naik 282% Sepanjang 2024, Ini Penyebabnya","laba bersih DATA naik 282% sepanjang 2024 , ini penyebabnya",2025/03/11,positif
"Keluar Penjara, Sosok Ini Mendadak Jadi Raja Otomotif RI","keluar penjara , sosok ini mendadak jadi raja otomotif RI",2025/01/29,netral
"BUMN Karya Ini Punya Utang Rp 45,8 Triliun, Simak Rinciannya","BUMN karya ini punya utang rp 45.8 triliun , simak rinciannya",2025/03/05,netral
Top! Bos BRI Dinobatkan Jadi Best CEO of Communication di BCOMSS,top ! bos BRI dinobatkan jadi best CEO of communication di BCOMSS,2024/03/10,positif
"Kelangsungan Usaha Dipertanyakan-Saham Rp 1, BEI Suspen SBAT","kelangsungan usaha dipertanyakan-saham rp 1 , BEI suspen SBAT",2024/09/18,negatif
Bitcoin Cs Mulai Rebound Setelah Rilis Inflasi Produsen AS,bitcoin cs mulai rebound setelah rilis inflasi produsen AS,2025/01/15,positif
"Hari Penuh Ketidakpastian, Dolar Sempat Turun Jadi Rp16.280","hari penuh ketidakpastian , dolar sempat turun jadi rp 16.280",2025/01/17,positif
"Sumbang Rp 125 T, Mimpi Idola Bill Gates Mati Miskin Terkabul","sumbang rp 125 T , mimpi idola bill gates mati miskin terkabul",2024/07/11,netral
"Awali Tahun dengan Gemilang, Saham BBRI Sentuh All Time High","awali tahun dengan gemilang , saham BBRI sentuh all time high",2024/01/13,positif
"ADB Ungkap UMKM Bisa Jadi Kekuatan Ekonomi, Ini Syaratnya","ADB ungkap UMKM bisa jadi kekuatan ekonomi , ini syaratnya",2025/01/30,positif
Bos BRI Beberkan Agen BRILink Raup Transaksi hingga Rp1.589 T di 2024,bos BRI beberkan agen brilink raup transaksi hingga rp 1.589 t di 2024,2025/01/30,positif
Rupiah Hari Ini : Waspada Tantangan Deflasi & Kontraksi Manufaktur!,rupiah hari ini : waspada tantangan deflasi kontraksi manufaktur !,2024/10/01,negatif
Bocoran Airlangga: NDB Minta RI Setor Uang untuk Jadi Anggota,bocoran airlangga : NDB minta RI setor uang untuk jadi anggota,2025/03/26,netral
"OJK Panggil 17 Nasabah Kasus Dana Hilang, Ini Kata BTN","OJK panggil 17 nasabah kasus dana hilang , ini kata BTN",2024/06/21,negatif
Siapa Pemilik Mal Ciputra? Ini Sosoknya,siapa pemilik mal ciputra ? ini sosoknya,2025/01/20,netral
Cara Mudah Membersihkan Nama dari Kredit Macet di SLIK OJK,cara mudah membersihkan nama dari kredit macet di SLIK OJK,2025/01/12,netral
Danareksa Punya Infrastruktur Lengkap jadi National Asset Management,danareksa punya infrastruktur lengkap jadi national asset management,2024/10/14,netral
Intip Harta dan Profil Anggota DPR Termuda Annisa Mahesa,intip harta dan profil anggota DPR termuda annisa mahesa,2024/10/01,netral
Menteri BUMN Erick Thohir: Time to Buy Saham Pelat Merah,menteri BUMN erick thohir : time to buy saham pelat merah,2025/02/26,netral
Prabowo: 100 Hari Pertama Kami Amankan Lebih dari Rp300 T,prabowo : 100 hari pertama kami amankan lebih dari rp 300 t,2025/02/24,netral
"Inflasi AS Makin Ketat, Waspada Rupiah Melemah Lagi!","inflasi AS makin ketat , waspada rupiah melemah lagi !",2025/02/13,negatif
"Bocoran dari Airlangga, Prabowo Bakal Rombak Aturan KUR","bocoran dari airlangga , prabowo bakal rombak aturan KUR",2025/03/19,netral
"Alert! IHSG Ambruk 2% Lebih, Investor Pasar Modal Waswas?","alert ! IHSG ambruk 2% lebih , investor pasar modal waswas ?",2025/02/06,negatif
Prabowo Subianto Akan Resmikan BPI Danantara Hari Ini,prabowo subianto akan resmikan BPI danantara hari ini,2025/02/24,netral
Asing Kompak Lepas Saham Grup Konglomerat Kala IHSG Anjlok,asing kompak lepas saham grup konglomerat kala IHSG anjlok,2025/03/05,negatif
"Adik Raffi Ahmad Dilantik Jadi Anggota DPRD, Hartanya Tembus Rp 15,9 M","adik raffi ahmad dilantik jadi anggota DPRD , hartanya tembus rp 15.9 m",2024/09/03,netral
"Bedah Saham Asuransi Grup Pertamina (TUGU), Ini Rekomendasinya","bedah saham asuransi grup pertamina ( tugu ) , ini rekomendasinya",2024/06/17,netral
Rupiah Ditutup Terlemah 1 Bulan Terakhir Gegara Proyeksi Ini!,rupiah ditutup terlemah 1 bulan terakhir gegara proyeksi ini !,2024/01/10,negatif
Emiten Ini Ngincar Proyek 3 Juta Rumah Prabowo,emiten ini ngincar proyek 3 juta rumah prabowo,2025/02/03,positif
"IHSG Tiba-Tiba Balik Arah ke Zona Merah, Dekati Level 7.200","IHSG tiba-tiba balik arah ke zona merah , dekati level 7.200",2024/11/13,negatif
"IHSG Loyo Lagi, Asing Pilih Jual Saham Blue Chip","IHSG loyo lagi , asing pilih jual saham blue chip",2024/11/21,negatif
"Anak Muda Akrab Gadget Tapi Minim Literasi Keuangan, Ini Bahayanya","anak muda akrab gadget tapi minim literasi keuangan , ini bahayanya",2024/08/02,negatif
"Garuda Indonesia (GIAA) Gandeng BMW & VFS Global, Bikin Layanan Ini","garuda indonesia ( GIAA ) gandeng BMW VFS global , bikin layanan ini",2024/11/07,positif
"IPCC Bagi Dividen Interim Rp 44,4 Miliar, Cek Jadwalnya","IPCC bagi dividen interim rp 44.4 miliar , cek jadwalnya",2024/11/26,positif
"Berkat Sektor & Saham Ini, IHSG Masih Mampu Naik Tipis","berkat sektor saham ini , IHSG masih mampu naik tipis",2024/11/13,positif
"Inflasi Medis Melonjak, Prudential Tekan Biaya Premi Pakai Cara Ini","inflasi medis melonjak , prudential tekan biaya premi pakai cara ini",2025/02/27,negatif
"Crazy Rich India, Adani Bikin Geger! Bikin Pembangkit Luasnya 5X Paris","crazy rich india , adani bikin geger ! bikin pembangkit luasnya 5X paris",2024/04/14,netral
"Kuasi Reorganisasi, Bakrie & Brothers (BNBR) Hapus Defisit Rp19,5 T","kuasi reorganisasi , bakrie brothers ( BNBR ) hapus defisit rp 19.5 t",2024/08/26,positif
"Jokowi Teken Tambahan Modal ke Pertamina Rp 49,9 M",jokowi teken tambahan modal ke pertamina rp 49.9 m,2024/10/15,positif
OJK Terbitkan 2 Aturan Terkait Kecukupan Likuiditas Bagi Bank Umum,OJK terbitkan 2 aturan terkait kecukupan likuiditas bagi bank umum,2024/12/17,netral
Bos BNI Pede Hapus Buku Kredit Macet UMKM Tak Pengaruhi Kinerja,bos BNI pede hapus buku kredit macet UMKM tak pengaruhi kinerja,2024/03/20,positif
"IHSG Dekati 7.300, Asing Kompak Incar Bank Mandiri (BMRI)","IHSG dekati 7.300 , asing kompak incar bank mandiri ( BMRI )",2024/08/13,positif
"Tolak 'Diperas' FIFA, EA Sport Makin Cuan Usai Ganti Nama","tolak diperas FIFA , EA sport makin cuan usai ganti nama",2024/09/23,positif
OJK Ungkap Isu Tenaga Kerja Formal & Daya Beli Jadi Tantangan 2025,OJK ungkap isu tenaga kerja formal daya beli jadi tantangan 2025,2025/02/11,negatif
"Gurita Bisnis Happy Hapsoro, Suami Puan Maharani Ketua DPR 2024-2029","gurita bisnis happy hapsoro , suami puan maharani ketua DPR 2024-2029",2024/10/04,netral
Aturan Debt Collector Bikin Kredit Macet Pembiayaan Naik? Ini Kata OJK,aturan debt collector bikin kredit macet pembiayaan naik ? ini kata OJK,2024/06/09,negatif
Pemerintah Pede Inklusi Keuangan RI Capai 90% di 2024,pemerintah pede inklusi keuangan RI capai 90% di 2024,2024/03/22,positif
Alasan Dolar AS Menjadi Patokan Mata Uang Dunia,alasan dolar AS menjadi patokan mata uang dunia,2024/12/13,netral
"Harga Saham Terbang, BEI Gembok Saham SMDM, MLPT dan CLAY","harga saham terbang , BEI gembok saham SMDM , MLPT dan CLAY",2025/02/06,negatif
"BUMN Punya Menara Kembar Senilai Rp 2 Triliun, Ini Fasilitasnya","BUMN punya menara kembar senilai rp 2 triliun , ini fasilitasnya",2024/09/17,netral
Ini Alasan Pemerintah Tahan 100% DHE di RI Selama 1 Tahun,ini alasan pemerintah tahan 100% DHE di RI selama 1 tahun,2025/01/22,netral
Optimis Tinggi! Dirut BBRI Sunarso Borong 210.000 Saham Perusahaan,optimis tinggi ! dirut BBRI sunarso borong 210.000 saham perusahaan,2025/01/22,positif
"Permen Yupi Mau IPO, Incar Rp 2,13 T","permen yupi mau IPO , incar rp 2.13 t",2025/03/06,positif
"Sosok Pemilik Asli Air Minum Aqua, Ternyata Anak Tukang Ternak","sosok pemilik asli air minum aqua , ternyata anak tukang ternak",2024/11/30,netral
"Kurangi Utang Baru, Sri Mulyani Pakai Dana Cadangan APBN Rp200 T","kurangi utang baru , sri mulyani pakai dana cadangan APBN rp 200 t",2024/06/24,netral
"Hadapi Ketidakpastian, Komisi XI DPR Rapat Intensif dengan BI & LPS","hadapi ketidakpastian , komisi XI DPR rapat intensif dengan BI LPS",2025/03/21,netral
