judul,text,tokens,tanggal,sentimen
Kantor Sri Mulyani Tegaskan PPN QRIS Tak Dibebani ke Pengguna,kantor sri mulyani tegaskan PPN QRIS tak dibebani ke pengguna,"['kantor', 'sri', 'mulyani', 'tegaskan', 'ppn', 'q', '##ris', 'tak', 'dibeb', '##ani', 'ke', 'pengguna']",2024/12/23,netral
Techno9 (NINE) Diakuisisi Perusahaan Tambang Asal Singapura,techno9 ( NINE ) diakuisisi perusahaan tambang asal singapura,"['techn', '##o', '##9', '(', 'nin', '##e', ')', 'diakui', '##sis', '##i', 'perusahaan', 'tambang', 'asal', 'singapura']",2024/12/23,netral
"Rupiah Kembali Perkasa, Dolar Turun Jadi Rp16.150","rupiah kembali perkasa , dolar turun jadi rp 16.150","['rupiah', 'kembali', 'perkasa', ',', 'dolar', 'turun', 'jadi', 'rp', '16', '.', '150']",2024/12/23,positif
"IHSG Dibuka Langsung Tancap Gas, Melesat 1% Lebih","IHSG dibuka langsung tancap gas , melesat 1% lebih","['ihsg', 'dibuka', 'langsung', 'tan', '##cap', 'gas', ',', 'melesat', '1', '%', 'lebih']",2024/12/23,positif
"Harta Kekayaan 8 Presiden RI, Ini Terkaya & Termiskin","harta kekayaan 8 presiden RI , ini terkaya termiskin","['harta', 'kekayaan', '8', 'presiden', 'ri', ',', 'ini', 'terkaya', 'term', '##iskin']",2024/12/23,netral
Ini 1 Kreditur yang Bikin Sritex (SRIL) Pailit,ini 1 kreditur yang bikin sritex ( SRIL ) pailit,"['ini', '1', 'kreditur', 'yang', 'bikin', 'sri', '##te', '##x', '(', 'sri', '##l', ')', 'pail', '##it']",2024/12/23,negatif
Kabar Inflasi AS Jadi Angin Segar Bagi Bursa Asia,kabar inflasi AS jadi angin segar bagi bursa asia,"['kabar', 'inflasi', 'as', 'jadi', 'angin', 'segar', 'bagi', 'bursa', 'asia']",2024/12/23,positif
"Menanti Kado Santa, Rupiah Potensi Menguat Hari Ini!","menanti kado santa , rupiah potensi menguat hari ini !","['menanti', 'kado', 'santa', ',', 'rupiah', 'potensi', 'menguat', 'hari', 'ini', '!']",2024/12/23,positif
"Inflasi AS Turun, Harga Minyak Kembali Merangkak","inflasi AS turun , harga minyak kembali merangkak","['inflasi', 'as', 'turun', ',', 'harga', 'minyak', 'kembali', 'merangkak']",2024/12/23,positif
"Lanjut Koreksi, Bitcoin Cs Masih Loyo","lanjut koreksi , bitcoin cs masih loyo","['lanjut', 'koreksi', ',', 'bitcoin', 'cs', 'masih', 'loy', '##o']",2024/12/23,negatif
Siapa Pemilik Mal Gandaria City? Ternyata Ini Orangnya,siapa pemilik mal gandaria city ? ternyata ini orangnya,"['siapa', 'pemilik', 'mal', 'ganda', '##ria', 'city', '?', 'ternyata', 'ini', 'orangnya']",2024/12/23,netral
"Pasar Saham RI Mulai Dilirik Lagi, Asing Ramai-Ramai Beli Saham Ini","pasar saham RI mulai dilirik lagi , asing ramai-ramai beli saham ini","['pasar', 'saham', 'ri', 'mulai', 'dilirik', 'lagi', ',', 'asing', 'ramai', '-', 'ramai', 'beli', 'saham', 'ini']",2024/12/23,positif
KB Finansia Multi Finance Terbitkan Obligasi Rp 394 Miliar,KB finansia multi finance terbitkan obligasi rp 394 miliar,"['kb', 'finan', '##sia', 'multi', 'finance', 'terbit', '##kan', 'obligasi', 'rp', '39', '##4', 'miliar']",2024/12/23,positif
"IHSG Kesulitan Balik ke 7.000, Asing Masih Kompak Lepas Saham Ini","IHSG kesulitan balik ke 7.000 , asing masih kompak lepas saham ini","['ihsg', 'kesulitan', 'balik', 'ke', '7', '.', '000', ',', 'asing', 'masih', 'kompak', 'lepas', 'saham', 'ini']",2024/12/23,negatif
"Sambut Malam Natal, Wall Street Dibuka Meriah","sambut malam natal , wall street dibuka meriah","['sambut', 'malam', 'natal', ',', 'wall', 'street', 'dibuka', 'meriah']",2024/12/24,positif
Emiten Pandu Sjahrir (TOBA) Caplok Perusahaan Singapura,emiten pandu sjahrir ( TOBA ) caplok perusahaan singapura,"['emiten', 'pandu', 'sja', '##hr', '##ir', '(', 'toba', ')', 'cap', '##lok', 'perusahaan', 'singapura']",2024/12/24,positif
"Pemerintah Kaji Ulang Merger BUMN Karya, Ini Penyebabnya","pemerintah kaji ulang merger BUMN karya , ini penyebabnya","['pemerintah', 'kaji', 'ulang', 'merger', 'bumn', 'karya', ',', 'ini', 'penyebabnya']",2024/12/24,netral
Beda Vonis Harvey Moeis dan Dirut PT RBT di Kasus Korupsi PT Timah,beda vonis harvey moeis dan dirut PT RBT di kasus korupsi PT timah,"['beda', 'vonis', 'harv', '##ey', 'mo', '##ei', '##s', 'dan', 'dirut', 'pt', 'rb', '##t', 'di', 'kasus', 'korupsi', 'pt', 'timah']",2024/12/24,netral
"Belum Tutup Tahun, Penyaluran KUR 2024 Tembus Target Rp 280 Triliun","belum tutup tahun , penyaluran KUR 2024 tembus target rp 280 triliun","['belum', 'tutup', 'tahun', ',', 'penyaluran', 'kur', '202', '##4', 'tembus', 'target', 'rp', '280', 'triliun']",2024/12/24,positif
"OJK Ungkap Sejumlah Bank Asing Minat Masuk RI, Panin Bank Gimana?","OJK ungkap sejumlah bank asing minat masuk RI , panin bank gimana ?","['ojk', 'ungkap', 'sejumlah', 'bank', 'asing', 'minat', 'masuk', 'ri', ',', 'pan', '##in', 'bank', 'gimana', '?']",2024/12/24,netral
Tok! Target Penyaluran KUR Resmi Naik Jadi Rp 300 Triliun di 2025,tok ! target penyaluran KUR resmi naik jadi rp 300 triliun di 2025,"['tok', '!', 'target', 'penyaluran', 'kur', 'resmi', 'naik', 'jadi', 'rp', '300', 'triliun', 'di', '2025']",2024/12/24,positif
Begini Ramalan BI Soal Nasib Rupiah di 2025,begini ramalan BI soal nasib rupiah di 2025,"['begini', 'ramalan', 'bi', 'soal', 'nasib', 'rupiah', 'di', '2025']",2024/12/24,netral
"Jelang Libur Natal, IHSG Merana Lagi & Gagal Balik Ke 7.100-an","jelang libur natal , IHSG merana lagi gagal balik ke 7100-an","['jelang', 'libur', 'natal', ',', 'ihsg', 'mera', '##na', 'lagi', 'gagal', 'balik', 'ke', '710', '##0', '-', 'an']",2024/12/24,negatif
"Rupiah Keok Jelang Natal, Dolar Naik Tipis ke Rp16.185","rupiah keok jelang natal , dolar naik tipis ke rp 16.185","['rupiah', 'ke', '##ok', 'jelang', 'natal', ',', 'dolar', 'naik', 'tipis', 'ke', 'rp', '16', '.', '185']",2024/12/24,negatif
"Jadwal Libur Bursa Akhir 2024, Catat Tanggal Hari Terakhir Perdagangan","jadwal libur bursa akhir 2024 , catat tanggal hari terakhir perdagangan","['jadwal', 'libur', 'bursa', 'akhir', '202', '##4', ',', 'catat', 'tanggal', 'hari', 'terakhir', 'perdagangan']",2024/12/24,netral
OJK dan LPS Perkuat Senjata Buat Awasi Perbankan di RI,OJK dan LPS perkuat senjata buat awasi perbankan di RI,"['ojk', 'dan', 'lps', 'perku', '##at', 'senjata', 'buat', 'awas', '##i', 'perbankan', 'di', 'ri']",2024/12/24,positif
"Rupiah Keok, BI Janji Tak Tinggal Diam! Keluarkan 5 Jurus Ampuh Ini","rupiah keok , BI janji tak tinggal diam ! keluarkan 5 jurus ampuh ini","['rupiah', 'ke', '##ok', ',', 'bi', 'janji', 'tak', 'tinggal', 'diam', '!', 'keluarkan', '5', 'jurus', 'ampuh', 'ini']",2024/12/24,negatif
"OJK Terbitkan Aturan Main Aset Kripto, Ini Isinya","OJK terbitkan aturan main aset kripto , ini isinya","['ojk', 'terbit', '##kan', 'aturan', 'main', 'aset', 'kri', '##pt', '##o', ',', 'ini', 'isinya']",2024/12/24,netral
"Masalahnya Tak Ringan, BI Ungkap 3 Alasan Dolar Tembus Rp16.300","masalahnya tak ringan , BI ungkap 3 alasan dolar tembus rp 16.300","['masalahnya', 'tak', 'ringan', ',', 'bi', 'ungkap', '3', 'alasan', 'dolar', 'tembus', 'rp', '16', '.', '300']",2024/12/24,negatif
OJK Ungkap Bank-Bank Antre Izin Usaha Bullion,OJK ungkap bank-bank antre izin usaha bullion,"['ojk', 'ungkap', 'bank', '-', 'bank', 'antre', 'izin', 'usaha', 'bull', '##ion']",2024/12/24,netral
Emiten Tekstil Pan Brothers (PBRX) Bebas dari Pailit,emiten tekstil pan brothers ( PBRX ) bebas dari pailit,"['emiten', 'tekstil', 'pan', 'brother', '##s', '(', 'pb', '##r', '##x', ')', 'bebas', 'dari', 'pail', '##it']",2024/12/24,positif
"Siap-Siap! BRI Akan Bagikan Dividen Interim, Intip Jadwalnya","siap-siap ! BRI akan bagikan dividen interim , intip jadwalnya","['siap', '-', 'siap', '!', 'bri', 'akan', 'bagikan', 'dividen', 'inter', '##im', ',', 'intip', 'jadwal', '##nya']",2024/12/24,positif
Siapa Pemilik Kawasan SCBD? Ini Profil dan Daftar Bisnisnya,siapa pemilik kawasan SCBD ? ini profil dan daftar bisnisnya,"['siapa', 'pemilik', 'kawasan', 'sc', '##bd', '?', 'ini', 'profil', 'dan', 'daftar', 'bisnisnya']",2024/12/24,netral
"Saat Bitcoin Loyo, Altcoin Jadi Primadona","saat bitcoin loyo , altcoin jadi primadona","['saat', 'bitcoin', 'loy', '##o', ',', 'alt', '##coin', 'jadi', 'primadona']",2024/12/24,netral
"Bikin Takut Bank-Bank Besar RI, Isu Ini Bakal Lanjut Tahun Depan","bikin takut bank-bank besar RI , isu ini bakal lanjut tahun depan","['bikin', 'takut', 'bank', '-', 'bank', 'besar', 'ri', ',', 'isu', 'ini', 'bakal', 'lanjut', 'tahun', 'depan']",2024/12/24,negatif
"Jelang Akhir Tahun, Dolar Turun Tipis ke Rp16.150","jelang akhir tahun , dolar turun tipis ke rp 16.150","['jelang', 'akhir', 'tahun', ',', 'dolar', 'turun', 'tipis', 'ke', 'rp', '16', '.', '150']",2024/12/24,positif
"Jelang Libur Natal, IHSG Bergerak Roller Coaster","jelang libur natal , IHSG bergerak roller coaster","['jelang', 'libur', 'natal', ',', 'ihsg', 'bergerak', 'roller', 'coast', '##er']",2024/12/24,netral
"Dicecar Bursa Soal Waran Jelang Merger, Ini Tanggapan FREN","dicecar bursa soal waran jelang merger , ini tanggapan FREN","['dic', '##eca', '##r', 'bursa', 'soal', 'war', '##an', 'jelang', 'merger', ',', 'ini', 'tanggapan', 'fren']",2024/12/24,netral
"Valuasi Saham GOTO Lagi Diskon, Cek Rekomendasi Analis Ini!","valuasi saham GOTO lagi diskon , cek rekomendasi analis ini !","['valu', '##asi', 'saham', 'got', '##o', 'lagi', 'diskon', ',', 'cek', 'rekomendasi', 'analis', 'ini', '!']",2024/12/24,positif
"Libur Natal Telah Tiba, Bursa Asia Relatif Sepi","libur natal telah tiba , bursa asia relatif sepi","['libur', 'natal', 'telah', 'tiba', ',', 'bursa', 'asia', 'relatif', 'sepi']",2024/12/24,netral
"Perdagangan Jelang Natal Sepi, Harga Minyak Loyo","perdagangan jelang natal sepi , harga minyak loyo","['perdagangan', 'jelang', 'natal', 'sepi', ',', 'harga', 'minyak', 'loy', '##o']",2024/12/24,negatif
"Indomobil Benarkan Rencana Merger Nissan dan Honda, Dampaknya Begini","indomobil benarkan rencana merger nissan dan honda , dampaknya begini","['indom', '##obil', 'benar', '##kan', 'rencana', 'merger', 'nissan', 'dan', 'honda', ',', 'dampaknya', 'begini']",2024/12/24,netral
Bos ANTV Buka Suara Soal Kabar Diakuisisi Emtek (EMTK),bos ANTV buka suara soal kabar diakuisisi emtek ( EMTK ),"['bos', 'antv', 'buka', 'suara', 'soal', 'kabar', 'diakui', '##sis', '##i', 'em', '##tek', '(', 'em', '##tk', ')']",2024/12/24,netral
IHSG Rebound! tapi Tekanan Jual Asing Masih Ada,IHSG rebound ! tapi tekanan jual asing masih ada,"['ihsg', 'rebo', '##und', '!', 'tapi', 'tekanan', 'jual', 'asing', 'masih', 'ada']",2024/12/24,positif
BSI Bakal Punya Kantor Cabang di Negara Terbesar di Timur Tengah,BSI bakal punya kantor cabang di negara terbesar di timur tengah,"['bs', '##i', 'bakal', 'punya', 'kantor', 'cabang', 'di', 'negara', 'terbesar', 'di', 'timur', 'tengah']",2024/12/24,netral
IHSG Bangkit! 10 Saham Ini Laku Diborong Asing,IHSG bangkit ! 10 saham ini laku diborong asing,"['ihsg', 'bangkit', '!', '10', 'saham', 'ini', 'laku', 'dib', '##orong', 'asing']",2024/12/24,positif
"PPN 12% Diketok, Ini Pandangan Ekonom & Pengusaha","PPN 12% diketok , ini pandangan ekonom pengusaha","['ppn', '12', '%', 'diket', '##ok', ',', 'ini', 'pandangan', 'ekonom', 'pengusaha']",2024/12/24,netral
"Kiamat Kantor Cabang Bank Makin Nyata, Para Bankir Buka Suara","kiamat kantor cabang bank makin nyata , para bankir buka suara","['kiamat', 'kantor', 'cabang', 'bank', 'makin', 'nyata', ',', 'para', 'bank', '##ir', 'buka', 'suara']",2024/12/25,netral
"Berawal dari Jualan Kelontong, Sekeluarga Punya Harta Tembus Rp305 T","berawal dari jualan kelontong , sekeluarga punya harta tembus rp 305 t","['berawal', 'dari', 'jualan', 'kel', '##onton', '##g', ',', 'sekeluarga', 'punya', 'harta', 'tembus', 'rp', '305', 't']",2024/12/25,netral
Ini Dia Deretan Konglomerat Pemilik Mal Senayan City-Grand Indonesia,ini dia deretan konglomerat pemilik mal senayan city-grand indonesia,"['ini', 'dia', 'deretan', 'konglom', '##erat', 'pemilik', 'mal', 'senayan', 'city', '-', 'grand', 'indonesia']",2024/12/25,netral
Ini Wejangan Miliarder Jack Cowin Untuk Generasi Muda,ini wejangan miliarder jack cowin untuk generasi muda,"['ini', 'we', '##jangan', 'miliar', '##der', 'jack', 'cow', '##in', 'untuk', 'generasi', 'muda']",2024/12/25,netral
Korupsi PT Timah Terbongkar! Kerugian Rp 300 T & Vonis Harvey Moeis,korupsi PT timah terbongkar ! kerugian rp 300 t vonis harvey moeis,"['korupsi', 'pt', 'timah', 'terb', '##ongkar', '!', 'kerugian', 'rp', '300', 't', 'vonis', 'harv', '##ey', 'mo', '##ei', '##s']",2024/12/25,negatif
"Suami Istri Hidup Mewah di Jakarta, Taunya Rampok Uang Bank Rp 87 M","suami istri hidup mewah di jakarta , taunya rampok uang bank rp 87 m","['suami', 'istri', 'hidup', 'mewah', 'di', 'jakarta', ',', 'taun', '##ya', 'ramp', '##ok', 'uang', 'bank', 'rp', '87', 'm']",2024/12/25,negatif
"Libur Natal, Harga Minyak Dunia Ditutup Terbang 1% Lebih","libur natal , harga minyak dunia ditutup terbang 1% lebih","['libur', 'natal', ',', 'harga', 'minyak', 'dunia', 'ditutup', 'terbang', '1', '%', 'lebih']",2024/12/25,positif
Siapa yang Punya Mall Kota Kasablanka? Ternyata Ini Orangnya,siapa yang punya mall kota kasablanka ? ternyata ini orangnya,"['siapa', 'yang', 'punya', 'mall', 'kota', 'kas', '##abl', '##anka', '?', 'ternyata', 'ini', 'orangnya']",2024/12/25,netral
"Jangan Heran, Ini 3 Hadiah Natal Favorit Warren Buffet","jangan heran , ini 3 hadiah natal favorit warren buffet","['jangan', 'heran', ',', 'ini', '3', 'hadiah', 'natal', 'favorit', 'war', '##ren', 'buff', '##et']",2024/12/25,netral
"20 Bank Bangkrut di RI Sepanjang 2024, Ini Daftar Lengkap & Alasannya","20 bank bangkrut di RI sepanjang 2024 , ini daftar lengkap alasannya","['20', 'bank', 'bangkrut', 'di', 'ri', 'sepanjang', '202', '##4', ',', 'ini', 'daftar', 'lengkap', 'alasannya']",2024/12/25,negatif
"Soal Dugaan Uang Palsu Beredar, Bank Indonesia Buka Suara","soal dugaan uang palsu beredar , bank indonesia buka suara","['soal', 'dugaan', 'uang', 'palsu', 'beredar', ',', 'bank', 'indonesia', 'buka', 'suara']",2024/12/25,netral
"Mall BUMN Gandeng Bos PIK, Ekspansi ke Luar Negeri & Bidik Rp 941 M","mall BUMN gandeng bos PIK , ekspansi ke luar negeri bidik rp 941 m","['mall', 'bumn', 'gand', '##eng', 'bos', 'pik', ',', 'ekspansi', 'ke', 'luar', 'negeri', 'bidik', 'rp', '94', '##1', 'm']",2024/12/25,positif
"Bisnis Bareng Negara Kim Jong Un, Anthoni Salim Berakhir Rugi","bisnis bareng negara kim jong un , anthoni salim berakhir rugi","['bisnis', 'bareng', 'negara', 'kim', 'jong', 'un', ',', 'anth', '##oni', 'salim', 'berakhir', 'rugi']",2024/12/25,negatif
"Berkat Omelan Mertua, Sosok Ini Jadi Orang Terkaya RI & Punya Rp 85 T","berkat omelan mertua , sosok ini jadi orang terkaya RI punya rp 85 t","['berkat', 'om', '##elan', 'mertua', ',', 'sosok', 'ini', 'jadi', 'orang', 'terkaya', 'ri', 'punya', 'rp', '85', 't']",2024/12/25,netral
"Dunia Makin Gelap, Tiga Aset Ini Disebut Buat Pegangan Hidup","dunia makin gelap , tiga aset ini disebut buat pegangan hidup","['dunia', 'makin', 'gelap', ',', 'tiga', 'aset', 'ini', 'disebut', 'buat', 'pegangan', 'hidup']",2024/12/26,netral
"Isu Ini Bikin Takut Bank Besar, Tahun Depan Masih Berlanjut","isu ini bikin takut bank besar , tahun depan masih berlanjut","['isu', 'ini', 'bikin', 'takut', 'bank', 'besar', ',', 'tahun', 'depan', 'masih', 'berlanjut']",2024/12/26,negatif
Tragis Nasib Indofarma: Terlilit Pinjol-Mantan Bos Tersangka Korupsi,tragis nasib indofarma : terlilit pinjol-mantan bos tersangka korupsi,"['tragis', 'nasib', 'indof', '##arm', '##a', ':', 'terl', '##ilit', 'pinj', '##ol', '-', 'mantan', 'bos', 'tersangka', 'korupsi']",2024/12/26,negatif
Warren Buffet Blak-Blakan Ungkap 7 Kebiasaan Bikin Orang Susah Kaya,warren buffet blak-blakan ungkap 7 kebiasaan bikin orang susah kaya,"['war', '##ren', 'buff', '##et', 'bla', '##k', '-', 'bla', '##kan', 'ungkap', '7', 'kebiasaan', 'bikin', 'orang', 'susah', 'kaya']",2024/12/26,netral
"Wamen Tiko Beri Bocoran BUMN Ini Bakal Segera Digabung, Ini Sektornya","wamen tiko beri bocoran BUMN ini bakal segera digabung , ini sektornya","['wa', '##men', 'tik', '##o', 'beri', 'bocoran', 'bumn', 'ini', 'bakal', 'segera', 'digabung', ',', 'ini', 'sektor', '##nya']",2024/12/27,netral
"BUMN Dipangkas Jadi 30, Deretan Perusahaan Negara Ini Bakal Merger","BUMN dipangkas jadi 30 , deretan perusahaan negara ini bakal merger","['bumn', 'dipan', '##g', '##kas', 'jadi', '30', ',', 'deretan', 'perusahaan', 'negara', 'ini', 'bakal', 'merger']",2024/12/27,netral
"IHSG Gagal Lagi Balik ke 7.100, Sektor Ini Biang Keroknya","IHSG gagal lagi balik ke 7.100 , sektor ini biang keroknya","['ihsg', 'gagal', 'lagi', 'balik', 'ke', '7', '.', '100', ',', 'sektor', 'ini', 'biang', 'ker', '##oknya']",2024/12/27,negatif
Manajemen Jelaskan Asal Usul Merger XL (EXCL) dan Smartfren (FREN),manajemen jelaskan asal usul merger XL ( EXCL ) dan smartfren ( FREN ),"['manajemen', 'jelaskan', 'asal', 'usul', 'merger', 'xl', '(', 'exc', '##l', ')', 'dan', 'smartfren', '(', 'fren', ')']",2024/12/27,netral
"Rupiah Kembali Tersungkur, Dolar AS Kini Tembus Rp 16.230","rupiah kembali tersungkur , dolar AS kini tembus rp 16.230","['rupiah', 'kembali', 'ters', '##ungku', '##r', ',', 'dolar', 'as', 'kini', 'tembus', 'rp', '16', '.', '230']",2024/12/27,negatif
Bank Mega Syariah Teken Kerja Sama Dukung Program 3 Juta Rumah Prabowo,bank mega syariah teken kerja sama dukung program 3 juta rumah prabowo,"['bank', 'mega', 'syariah', 'tek', '##en', 'kerja', 'sama', 'dukung', 'program', '3', 'juta', 'rumah', 'prabowo']",2024/12/27,positif
"Kasus Korupsi Jual Beli Emas Antam, Budi Said Divonis Penjara 15 tahun","kasus korupsi jual beli emas antam , budi said divonis penjara 15 tahun","['kasus', 'korupsi', 'jual', 'beli', 'emas', 'antam', ',', 'budi', 'said', 'divonis', 'penjara', '15', 'tahun']",2024/12/27,negatif
"Bayan Resources (BYAN) Tebar Dividen Rp 4,83 Triliun, Ini Jadwalnya","bayan resources ( BYAN ) tebar dividen rp 4.83 triliun , ini jadwalnya","['bayan', 'resources', '(', 'by', '##an', ')', 'teb', '##ar', 'dividen', 'rp', '4', '.', '83', 'triliun', ',', 'ini', 'jadwal', '##nya']",2024/12/27,positif
"Menguak Siapa Pemilik Ashta District 8 Jakarta, Ini Sosoknya","menguak siapa pemilik ashta district 8 jakarta , ini sosoknya","['mengu', '##ak', 'siapa', 'pemilik', 'ash', '##ta', 'district', '8', 'jakarta', ',', 'ini', 'sosok', '##nya']",2024/12/27,netral
"Sri Mulyani & Bos BI Rapat Koordinasi Soal Utang RI 2025, Ini Hasilnya","sri mulyani bos BI rapat koordinasi soal utang RI 2025 , ini hasilnya","['sri', 'mulyani', 'bos', 'bi', 'rapat', 'koordinasi', 'soal', 'utang', 'ri', '2025', ',', 'ini', 'hasilnya']",2024/12/27,netral
"Tiko Buka-Bukaan Soal Peluang IPO BUMN, Sebut MIND ID Hingga Inalum?","tiko buka-bukaan soal peluang IPO BUMN , sebut MIND ID hingga inalum ?","['tik', '##o', 'buka', '-', 'bukaan', 'soal', 'peluang', 'ip', '##o', 'bumn', ',', 'sebut', 'mind', 'id', 'hingga', 'ina', '##lum', '?']",2024/12/27,netral
"IHSG Loyo Lagi, Sektor dan Saham Ini Biang Keladinya","IHSG loyo lagi , sektor dan saham ini biang keladinya","['ihsg', 'loy', '##o', 'lagi', ',', 'sektor', 'dan', 'saham', 'ini', 'biang', 'kela', '##din', '##ya']",2024/12/27,negatif
"BBN Airlines Masuk Industri Aviasi RI, Ini Profil & Sosok Pemiliknya","BBN airlines masuk industri aviasi RI , ini profil sosok pemiliknya","['bb', '##n', 'airlines', 'masuk', 'industri', 'avi', '##asi', 'ri', ',', 'ini', 'profil', 'sosok', 'pemiliknya']",2024/12/27,netral
"Harga Naik 139% Sepekan, Bursa Gembok Saham AYLS","harga naik 139% sepekan , bursa gembok saham AYLS","['harga', 'naik', '139', '%', 'sepekan', ',', 'bursa', 'gemb', '##ok', 'saham', 'ay', '##ls']",2024/12/27,negatif
Bos-Bos MR DIY (MDIY) Langsung Obral Saham Usai Perusahaan IPO,bos-bos MR DIY ( MDIY ) langsung obral saham usai perusahaan IPO,"['bos', '-', 'bos', 'mr', 'diy', '(', 'md', '##iy', ')', 'langsung', 'ob', '##ral', 'saham', 'usai', 'perusahaan', 'ip', '##o']",2024/12/27,positif
"Ini Bisnis Pertama Low Tuck Kwong di RI, Bukan Batu Bara","ini bisnis pertama low tuck kwong di RI , bukan batu bara","['ini', 'bisnis', 'pertama', 'low', 'tu', '##ck', 'kw', '##ong', 'di', 'ri', ',', 'bukan', 'batu', 'bara']",2024/12/27,netral
"Gegara Kabar dari China, Harga Minyak Dunia Anjlok","gegara kabar dari china , harga minyak dunia anjlok","['geg', '##ara', 'kabar', 'dari', 'china', ',', 'harga', 'minyak', 'dunia', 'anjlok']",2024/12/27,negatif
Tumpukan Utang Sritex (SRIL) yang Menggunung di 28 Bank,tumpukan utang sritex ( SRIL ) yang menggunung di 28 bank,"['tumpukan', 'utang', 'sri', '##te', '##x', '(', 'sri', '##l', ')', 'yang', 'menggun', '##ung', 'di', '28', 'bank']",2024/12/27,negatif
IHSG Dibuka Menguat Dekati Level 7.100,IHSG dibuka menguat dekati level 7.100,"['ihsg', 'dibuka', 'menguat', 'dekat', '##i', 'level', '7', '.', '100']",2024/12/27,positif
"Rupiah Masih Dalam Tekanan, Dolar Dibuka Stagnan Rp 16.185","rupiah masih dalam tekanan , dolar dibuka stagnan rp 16.185","['rupiah', 'masih', 'dalam', 'tekanan', ',', 'dolar', 'dibuka', 'stagn', '##an', 'rp', '16', '.', '185']",2024/12/27,negatif
"Berlaku Awal 2025, Begini Cara Pakai QRIS Tap NFC","berlaku awal 2025 , begini cara pakai QRIS tap NFC","['berlaku', 'awal', '2025', ',', 'begini', 'cara', 'pakai', 'q', '##ris', 'tap', 'n', '##fc']",2024/12/27,netral
"Harga Bergerak Tak Wajar, BEI Pantau Ketat Pergerakan Saham IOTF","harga bergerak tak wajar , BEI pantau ketat pergerakan saham IOTF","['harga', 'bergerak', 'tak', 'wajar', ',', 'bei', 'pantau', 'ketat', 'pergerakan', 'saham', 'io', '##t', '##f']",2024/12/27,negatif
"Jelang Akhir Pekan Terakhir 2024, Bursa Asia Bergerak Beragam","jelang akhir pekan terakhir 2024 , bursa asia bergerak beragam","['jelang', 'akhir', 'pekan', 'terakhir', '202', '##4', ',', 'bursa', 'asia', 'bergerak', 'beragam']",2024/12/27,netral
"Ekonomi Dunia Diprediksi Suram, Koleksi 3 Aset Ini untuk Bertahan","ekonomi dunia diprediksi suram , koleksi 3 aset ini untuk bertahan","['ekonomi', 'dunia', 'diprediksi', 'suram', ',', 'koleksi', '3', 'aset', 'ini', 'untuk', 'bertahan']",2024/12/27,netral
4 Cara agar Nomor HP Tak Dihubungi Terus oleh Pinjol,4 cara agar nomor HP tak dihubungi terus oleh pinjol,"['4', 'cara', 'agar', 'nomor', 'hp', 'tak', 'dihubungi', 'terus', 'oleh', 'pinj', '##ol']",2024/12/27,netral
"Tinggal 2 Hari Perdagangan di 2024, Rupiah Masih Potensi Volatil!","tinggal 2 hari perdagangan di 2024 , rupiah masih potensi volatil !","['tinggal', '2', 'hari', 'perdagangan', 'di', '202', '##4', ',', 'rupiah', 'masih', 'potensi', 'vol', '##ati', '##l', '!']",2024/12/27,negatif
Seluruh Mobil dan Motor Bakal Wajib Asuransi Tahun 2025,seluruh mobil dan motor bakal wajib asuransi tahun 2025,"['seluruh', 'mobil', 'dan', 'motor', 'bakal', 'wajib', 'asuransi', 'tahun', '2025']",2024/12/27,netral
"Modus Terbaru Maling M-Banking Makin Canggih, Ini 11 Tips Penting OJK","modus terbaru maling m-banking makin canggih , ini 11 tips penting OJK","['modus', 'terbaru', 'maling', 'm', '-', 'banking', 'makin', 'canggih', ',', 'ini', '11', 'tips', 'penting', 'ojk']",2024/12/28,netral
"Bukan Orang Jepang, Ternyata Ini Sosok Pemilik HokBen","bukan orang jepang , ternyata ini sosok pemilik hokben","['bukan', 'orang', 'jepang', ',', 'ternyata', 'ini', 'sosok', 'pemilik', 'hok', '##ben']",2024/12/28,netral
BI Pastikan Transaksi QRIS di Bawah Rp 500 Ribu Bebas PPN,BI pastikan transaksi QRIS di bawah rp 500 ribu bebas PPN,"['bi', 'pastikan', 'transaksi', 'q', '##ris', 'di', 'bawah', 'rp', '500', 'ribu', 'bebas', 'ppn']",2024/12/28,netral
"Ketentuan Terbaru Saldo Minimum BCA, BRI, BNI, dan Bank Mandiri","ketentuan terbaru saldo minimum BCA , BRI , BNI , dan bank mandiri","['ketentuan', 'terbaru', 'saldo', 'minimum', 'bca', ',', 'bri', ',', 'bni', ',', 'dan', 'bank', 'mandiri']",2024/12/28,netral
"Sosok ini Dulunya Dokter, Kini Jadi Ratu Judi Dunia","sosok ini dulunya dokter , kini jadi ratu judi dunia","['sosok', 'ini', 'dulunya', 'dokter', ',', 'kini', 'jadi', 'ratu', 'judi', 'dunia']",2024/12/28,netral
"Berawal Ikuti Nasihat Ayah, Konglomerat RI Ini Punya Harta Rp36 T","berawal ikuti nasihat ayah , konglomerat RI ini punya harta rp 36 t","['berawal', 'ikuti', 'nasihat', 'ayah', ',', 'konglom', '##erat', 'ri', 'ini', 'punya', 'harta', 'rp', '36', 't']",2024/12/28,netral
